
UC;OLD_NIO;NEW_NIO;DATA
73857742;44005865;44005865;7/26/2024
48124729;44005866;44005866;7/26/2024
67971733;44001199;44001199;7/26/2024
68770634;44005864;44005864;7/26/2024
92819010;44253315;44253315;7/26/2024
36930067;44001197;44001197;7/26/2024
90585445;44005859;44005859;7/26/2024
37500970;44704744;44704744;7/26/2024
105682292;44253316;44253316;7/26/2024
87064570;44253311;44253311;7/26/2024
78470498;44253312;44253312;7/26/2024
108085635;44704209;44704209;7/26/2024
106763571;44704205;44704205;7/26/2024
108085686;44704206;44704206;7/26/2024
40280454;44253314;44253314;7/26/2024
82331960;44253310;44253310;7/26/2024
83514562;44005862;44005862;7/26/2024
76265960;44253313;44253313;7/26/2024
49051989;44005863;44005863;7/26/2024
88411451;44005858;44005858;7/26/2024
47399775;44009792;44009792;7/26/2024
102148376;44250665;44250665;7/26/2024
94295573;44009790;44009790;7/26/2024
95626514;44009791;44009791;7/26/2024
106344129;44260119;44260119;7/26/2024
29378192;44009788;44009788;7/26/2024
28989112;44250663;44250663;7/26/2024
104945206;44251334;44251334;7/26/2024
29872472;44009796;44009796;7/26/2024
50094661;44260123;44260123;7/26/2024
27091023;44009795;44009795;7/26/2024
26869586;44009787;44009787;7/26/2024
43024491;44009789;44009789;7/26/2024
104488123;44702465;44702465;7/26/2024
61763870;44251191;44251191;7/26/2024
94126267;44702464;44702464;7/26/2024
98440896;44702467;44702467;7/26/2024
98440900;44702466;44702466;7/26/2024
88703436;44702462;44702462;7/26/2024
69824207;44702463;44702463;7/26/2024
38510472;44000073;44000073;7/26/2024
89399854;44250993;44250993;7/26/2024
89420160;44250997;44250997;7/26/2024
80975631;44250992;44250992;7/26/2024
89689488;44250996;44250996;7/26/2024
99581043;44250991;44250991;7/26/2024
91642183;44250994;44250994;7/26/2024
92481035;44250998;44250998;7/26/2024
89399889;44251932;44251932;7/26/2024
99916762;44252418;44252418;7/26/2024
89399846;44250995;44250995;7/26/2024
8391432;44000851;44000851;7/26/2024
102693684;44252423;44252423;7/26/2024
109553829;44252422;44252422;7/26/2024
8391475;44252424;44252424;7/26/2024
69605718;44252420;44252420;7/26/2024
69558132;44000157;44000157;7/26/2024
112914373;44000859;44000859;7/26/2024
101158610;44251109;44251109;7/26/2024
100550819;44250720;44250720;7/26/2024
101437218;44250717;44250717;7/26/2024
98222562;44250712;44250712;7/26/2024
95631127;44251107;44251107;7/26/2024
101019530;44265273;44265273;7/26/2024
37351370;44005177;44005177;7/26/2024
47743883;44265270;44265270;7/26/2024
52998401;44265271;44265271;7/26/2024
38137755;44005183;44005183;7/26/2024
99621975;44265275;44265275;7/26/2024
109513398;44265272;44265272;7/26/2024
8409510;44704553;44704553;7/26/2024
8409269;44251238;44251238;7/26/2024
90427440;44260095;44260095;7/26/2024
90427491;44252202;44252202;7/26/2024
8409277;44009771;44009771;7/26/2024
8409285;44009767;44009767;7/26/2024
8409820;44009768;44009768;7/26/2024
51349043;44009774;44009774;7/26/2024
73124648;44009770;44009770;7/26/2024
8409803;44009772;44009772;7/26/2024
8409307;44009773;44009773;7/26/2024
62453653;44009769;44009769;7/26/2024
83724842;44009776;44009776;7/26/2024
95150455;44260090;44260090;7/26/2024
95150471;44260088;44260088;7/26/2024
8409242;44001207;44001207;7/26/2024
45280126;44009737;44009737;7/26/2024
41036433;44009745;44009745;7/26/2024
88437779;44009746;44009746;7/26/2024
45482381;44009741;44009741;7/26/2024
8407410;44009744;44009744;7/26/2024
21177791;44252967;44252967;7/26/2024
79732917;44253006;44253006;7/26/2024
63126249;44009742;44009742;7/26/2024
104099860;44252969;44252969;7/26/2024
20079958;44253000;44253000;7/26/2024
40579891;44252970;44252970;7/26/2024
8407444;44009738;44009738;7/26/2024
49154109;44009743;44009743;7/26/2024
85957810;44009739;44009739;7/26/2024
57185883;44009740;44009740;7/26/2024
80178278;44252973;44252973;7/26/2024
79086942;44252971;44252971;7/26/2024
96215852;44253277;44253277;7/26/2024
89780841;44253279;44253279;7/26/2024
91235561;44005696;44005696;7/26/2024
91235790;44005689;44005689;7/26/2024
89324064;44253278;44253278;7/26/2024
92977502;44005691;44005691;7/26/2024
92155600;44253280;44253280;7/26/2024
101107056;44009813;44009813;7/26/2024
38260514;44005688;44005688;7/26/2024
63169886;44009815;44009815;7/26/2024
101106980;44009816;44009816;7/26/2024
101106866;44009812;44009812;7/26/2024
35676868;44253285;44253285;7/26/2024
64976351;44009809;44009809;7/26/2024
79125549;44009807;44009807;7/26/2024
79125379;44009810;44009810;7/26/2024
47416912;44005711;44005711;7/26/2024
66128390;44005710;44005710;7/26/2024
100625134;44704733;44704733;7/26/2024
84837845;44704731;44704731;7/26/2024
104396431;44704730;44704730;7/26/2024
84490993;44702469;44702469;7/26/2024
58785493;44260185;44260185;7/26/2024
105198633;44702471;44702471;7/26/2024
109460308;44702468;44702468;7/26/2024
111037255;44702470;44702470;7/26/2024
113215576;44260180;44260180;7/26/2024
111239982;44260181;44260181;7/26/2024
69795258;44253375;44253375;7/26/2024
76943356;44253368;44253368;7/26/2024
69766568;44252992;44252992;7/26/2024
77033515;44253374;44253374;7/26/2024
70524440;44253373;44253373;7/26/2024
90233239;44253376;44253376;7/26/2024
90430450;44253370;44253370;7/26/2024
69766711;44253369;44253369;7/26/2024
79345891;44260194;44260194;7/26/2024
69767173;44253372;44253372;7/26/2024
89289390;44252981;44252981;7/26/2024
70098530;44252991;44252991;7/26/2024
77375696;44252977;44252977;7/26/2024
72063246;44252984;44252984;7/26/2024
79357318;44005730;44005730;7/26/2024
69739013;44260057;44260057;7/26/2024
66180147;44000070;44000070;7/26/2024
84834277;44005727;44005727;7/26/2024
96221062;44260062;44260062;7/26/2024
8409595;44005735;44005735;7/26/2024
52519929;44000061;44000061;7/26/2024
69204802;44000067;44000067;7/26/2024
69926832;44000066;44000066;7/26/2024
93640196;44704474;44704474;7/26/2024
27860310;44005642;44005642;7/26/2024
45139202;44253267;44253267;7/26/2024
90692284;44005759;44005759;7/26/2024
91968046;44253273;44253273;7/26/2024
95497846;44253274;44253274;7/26/2024
93876734;44253268;44253268;7/26/2024
93415419;44253276;44253276;7/26/2024
99328305;44253271;44253271;7/26/2024
93792026;44253272;44253272;7/26/2024
8404720;44253269;44253269;7/26/2024
8404712;44005758;44005758;7/26/2024
20191910;44005760;44005760;7/26/2024
47040017;44704595;44704595;7/26/2024
29685230;44704475;44704475;7/26/2024
102047170;44252894;44252894;7/26/2024
20663935;44252957;44252957;7/26/2024
110222130;44704711;44704711;7/26/2024
112062113;44704714;44704714;7/26/2024
102546665;44256266;44256266;7/26/2024
33221685;44704710;44704710;7/26/2024
82112037;44704712;44704712;7/26/2024
66797497;44252958;44252958;7/26/2024
83899987;44009833;44009833;7/26/2024
65218086;44252962;44252962;7/26/2024
8387931;44252961;44252961;7/26/2024
77184840;44265259;44265259;7/26/2024
50442309;44250590;44250590;7/26/2024
104932201;44009830;44009830;7/26/2024
80723926;44009834;44009834;7/26/2024
8401640;44265263;44265263;7/26/2024
108270173;44704603;44704603;7/26/2024
78677319;44702458;44702458;7/26/2024
20545835;44253333;44253333;7/26/2024
38380200;44702459;44702459;7/26/2024
48689122;44702456;44702456;7/26/2024
108290182;44702457;44702457;7/26/2024
91924200;44009824;44009824;7/26/2024
84636971;44253328;44253328;7/26/2024
77893948;44253332;44253332;7/26/2024
66529093;44253331;44253331;7/26/2024
46658610;44009817;44009817;7/26/2024
74557890;44009822;44009822;7/26/2024
85715182;44009818;44009818;7/26/2024
59230592;44005967;44005967;7/26/2024
65570995;44009823;44009823;7/26/2024
71680560;44005973;44005973;7/26/2024
82021201;44000358;44000358;7/26/2024
85566179;44009821;44009821;7/26/2024
88202704;44009826;44009826;7/26/2024
88229645;44009819;44009819;7/26/2024
59540001;44253334;44253334;7/26/2024
85515892;44250729;44250729;7/26/2024
85092770;44250322;44250322;7/26/2024
98842781;44250325;44250325;7/26/2024
98842790;44260247;44260247;7/26/2024
96041617;44704736;44704736;7/26/2024
49967827;44250725;44250725;7/26/2024
40300188;44250206;44250206;7/26/2024
111969719;44704737;44704737;7/26/2024
59862530;44250204;44250204;7/26/2024
19640560;44250721;44250721;7/26/2024
33885656;44000807;44000807;7/26/2024
61824313;44260081;44260081;7/26/2024
22703268;44005659;44005659;7/26/2024
25275429;44005058;44005058;7/26/2024
100516998;44005066;44005066;7/26/2024
80423795;44005063;44005063;7/26/2024
72037776;44005061;44005061;7/26/2024
70432937;44005064;44005064;7/26/2024
72379626;44005060;44005060;7/26/2024
22526501;44005057;44005057;7/26/2024
77181930;44005065;44005065;7/26/2024
99386925;44701467;44701467;7/26/2024
41449207;44260083;44260083;7/26/2024
25877984;44260085;44260085;7/26/2024
90982274;44252886;44252886;7/26/2024
81517050;44005059;44005059;7/26/2024
43501834;44701464;44701464;7/26/2024
21543828;44005062;44005062;7/26/2024
96299126;44005094;44005094;7/26/2024
81564163;44253297;44253297;7/26/2024
98439448;44009764;44009764;7/26/2024
55566936;44253305;44253305;7/26/2024
99738856;44009766;44009766;7/26/2024
30957753;44009760;44009760;7/26/2024
38391635;44253306;44253306;7/26/2024
108905411;44009762;44009762;7/26/2024
101654049;44009759;44009759;7/26/2024
83575090;44009758;44009758;7/26/2024
29465737;44253303;44253303;7/26/2024
89986156;44253304;44253304;7/26/2024
95231994;44253301;44253301;7/26/2024
95231986;44009761;44009761;7/26/2024
95231781;44253298;44253298;7/26/2024
77452399;44009765;44009765;7/26/2024
67433642;44009763;44009763;7/26/2024
99652730;44260197;44260197;7/26/2024
98774514;44253299;44253299;7/26/2024
97816230;44260236;44260236;7/26/2024
97971189;44260076;44260076;7/26/2024
104668202;44253338;44253338;7/26/2024
104799420;44253339;44253339;7/26/2024
104863285;44253343;44253343;7/26/2024
104780290;44253337;44253337;7/26/2024
104685859;44253340;44253340;7/26/2024
104727225;44253342;44253342;7/26/2024
104664207;44253344;44253344;7/26/2024
104783583;44253345;44253345;7/26/2024
104652799;44253346;44253346;7/26/2024
104721952;44260152;44260152;7/26/2024
104788313;44253341;44253341;7/26/2024
104856963;44253258;44253258;7/26/2024
104162333;44253260;44253260;7/26/2024
104162350;44260153;44260153;7/26/2024
104162392;44253264;44253264;7/26/2024
104162430;44260149;44260149;7/26/2024
84498943;44253259;44253259;7/26/2024
8417083;44009683;44009683;7/26/2024
33109729;44704490;44704490;7/26/2024
35569409;44005654;44005654;7/26/2024
84202998;44005653;44005653;7/26/2024
23647140;44704614;44704614;7/26/2024
28110234;44005921;44005921;7/26/2024
97278840;44005924;44005924;7/26/2024
62284282;44005922;44005922;7/26/2024
101821115;44005919;44005919;7/26/2024
98485415;44005918;44005918;7/26/2024
112242006;44005920;44005920;7/26/2024
29064104;44253037;44253037;7/26/2024
94265771;44253044;44253044;7/26/2024
67999891;44009691;44009691;7/26/2024
92324630;44253043;44253043;7/26/2024
75385759;44009687;44009687;7/26/2024
75385589;44009692;44009692;7/26/2024
31420451;44005078;44005078;7/27/2024
92641709;44005079;44005079;7/27/2024
89869230;44005082;44005082;7/27/2024
28872622;44255387;44255387;7/27/2024
80022723;44005077;44005077;7/27/2024
80956769;44005084;44005084;7/27/2024
8409676;44255390;44255390;7/27/2024
56577320;44255396;44255396;7/27/2024
20191960;44005085;44005085;7/27/2024
39116239;44255394;44255394;7/27/2024
65709152;44704554;44704554;7/27/2024
38207168;44704211;44704211;7/27/2024
85948217;44005639;44005639;7/27/2024
87918595;44005640;44005640;7/27/2024
58654933;44005644;44005644;7/27/2024
66937833;44253440;44253440;7/27/2024
83691057;44005643;44005643;7/27/2024
8400202;44005646;44005646;7/27/2024
8400334;44005645;44005645;7/27/2024
81002343;44005641;44005641;7/27/2024
30675367;44253443;44253443;7/27/2024
59211830;44253446;44253446;7/27/2024
8404844;44005637;44005637;7/27/2024
86095811;44005765;44005765;7/27/2024
8404852;44005638;44005638;7/27/2024
8405190;44704212;44704212;7/27/2024
89090101;44253439;44253439;7/27/2024
69693692;44253438;44253438;7/27/2024
8405182;44704214;44704214;7/27/2024
94149992;44009677;44009677;7/27/2024
8415994;44005673;44005673;7/27/2024
95859144;44009682;44009682;7/27/2024
93740085;44009685;44009685;7/27/2024
108706176;44009680;44009680;7/27/2024
8416001;44255377;44255377;7/27/2024
97114669;44255386;44255386;7/27/2024
8398275;44255380;44255380;7/27/2024
108059081;44009681;44009681;7/27/2024
108062996;44009678;44009678;7/27/2024
51713110;44009686;44009686;7/27/2024
83878270;44009679;44009679;7/27/2024
107801957;44255383;44255383;7/27/2024
108298213;44255384;44255384;7/27/2024
77626214;44255381;44255381;7/27/2024
12502189;44009684;44009684;7/27/2024
8398240;44009714;44009714;7/27/2024
105002283;44005669;44005669;7/27/2024
103715363;44704723;44704723;7/28/2024
106817310;44253407;44253407;7/28/2024
106954962;44253411;44253411;7/28/2024
109281365;44253413;44253413;7/28/2024
106826778;44253409;44253409;7/28/2024
106729250;44253416;44253416;7/28/2024
106107089;44704724;44704724;7/28/2024
107471450;44253412;44253412;7/28/2024
72480050;44252933;44252933;7/29/2024
74526081;44252934;44252934;7/29/2024
71694862;44252930;44252930;7/29/2024
71743944;44252928;44252928;7/29/2024
73830615;44252935;44252935;7/29/2024
71694927;44252932;44252932;7/29/2024
72200855;44252929;44252929;7/29/2024
71694960;44252931;44252931;7/29/2024
71694625;44252936;44252936;7/29/2024
75789701;44253361;44253361;7/29/2024
89900340;44008473;44008473;7/29/2024
74368109;44008470;44008470;7/29/2024
51717077;44703549;44703549;7/29/2024
100208568;44008475;44008475;7/29/2024
87870703;44265285;44265285;7/29/2024
90372220;44265282;44265282;7/29/2024
88034097;44253433;44253433;7/29/2024
90384202;44253429;44253429;7/29/2024
53038355;44253427;44253427;7/29/2024
86555677;44253430;44253430;7/29/2024
82439850;44253434;44253434;7/29/2024
64473090;44253436;44253436;7/29/2024
88055760;44253428;44253428;7/29/2024
91090482;44253432;44253432;7/29/2024
72191112;44253435;44253435;7/29/2024
103400125;44255335;44255335;7/29/2024
103392602;44255333;44255333;7/29/2024
103496793;44255332;44255332;7/29/2024
103714626;44255336;44255336;7/29/2024
103462066;44255334;44255334;7/29/2024
103554211;44255327;44255327;7/29/2024
103411925;44255331;44255331;7/29/2024
103691448;44255330;44255330;7/29/2024
103984917;44255329;44255329;7/29/2024
103640967;44255328;44255328;7/29/2024
103555676;44252956;44252956;7/29/2024
103793984;44252950;44252950;7/29/2024
103455418;44252954;44252954;7/29/2024
104228121;44252955;44252955;7/29/2024
104031573;44252951;44252951;7/29/2024
100771955;44252949;44252949;7/29/2024
104324074;44252948;44252948;7/29/2024
103417133;44704141;44704141;7/29/2024
98534386;44255263;44255263;7/29/2024
91486912;44255257;44255257;7/29/2024
99958929;44255260;44255260;7/29/2024
91489539;44255258;44255258;7/29/2024
91501679;44255261;44255261;7/29/2024
111337054;44701468;44701468;7/29/2024
105694894;44704135;44704135;7/29/2024
110004990;44704137;44704137;7/29/2024
106341367;44704133;44704133;7/29/2024
105538647;44704136;44704136;7/29/2024
111233631;44704134;44704134;7/29/2024
107066378;44704132;44704132;7/29/2024
110908970;44704130;44704130;7/29/2024
107577259;44704128;44704128;7/29/2024
106390872;44704126;44704126;7/29/2024
109358392;44704129;44704129;7/29/2024
107218879;44704131;44704131;7/29/2024
107724375;44704127;44704127;7/29/2024
106518364;44702541;44702541;7/29/2024
105540552;44702543;44702543;7/29/2024
106108301;44702538;44702538;7/29/2024
84915161;44703483;44703483;7/29/2024
87693194;44703498;44703498;7/29/2024
91439914;44703499;44703499;7/29/2024
82941114;44703500;44703500;7/29/2024
87378523;44703497;44703497;7/29/2024
81183950;44703501;44703501;7/29/2024
92374832;44703478;44703478;7/29/2024
87171511;44703496;44703496;7/29/2024
89595874;44703482;44703482;7/29/2024
90566408;44703479;44703479;7/29/2024
90497805;44703481;44703481;7/29/2024
95845984;44703480;44703480;7/29/2024
89381319;44009800;44009800;7/29/2024
84709430;44009803;44009803;7/29/2024
88606694;44009801;44009801;7/29/2024
87497654;44009797;44009797;7/29/2024
86937057;44009805;44009805;7/29/2024
87091070;44009798;44009798;7/29/2024
89197127;44009799;44009799;7/29/2024
79256120;44009794;44009794;7/29/2024
79256074;44009806;44009806;7/29/2024
79256058;44005738;44005738;7/29/2024
86209833;44000846;44000846;7/29/2024
79255922;44009802;44009802;7/29/2024
89910346;44009793;44009793;7/29/2024
75304171;44253421;44253421;7/29/2024
79256090;44005743;44005743;7/29/2024
79256031;44009804;44009804;7/29/2024
90316070;44005788;44005788;7/29/2024
60888768;44005739;44005739;7/29/2024
84064218;44005746;44005746;7/29/2024
89311140;44008492;44008492;7/29/2024
85352500;44008495;44008495;7/29/2024
80583504;44260161;44260161;7/29/2024
108622703;44253026;44253026;7/29/2024
98698389;44251193;44251193;7/29/2024
100074375;44253022;44253022;7/29/2024
102480559;44253018;44253018;7/29/2024
100074359;44253017;44253017;7/29/2024
101688938;44251200;44251200;7/29/2024
100195008;44253023;44253023;7/29/2024
94035660;44253021;44253021;7/29/2024
104035323;44253024;44253024;7/29/2024
102507597;44260207;44260207;7/29/2024
92332013;44250876;44250876;7/29/2024
98217852;44253025;44253025;7/29/2024
92471447;44253019;44253019;7/29/2024
102053006;44253020;44253020;7/29/2024
100139817;44255174;44255174;7/29/2024
102627363;44255170;44255170;7/29/2024
101972318;44255175;44255175;7/29/2024
98089714;44255168;44255168;7/29/2024
99793865;44255167;44255167;7/29/2024
98087320;44255176;44255176;7/29/2024
100928560;44255172;44255172;7/29/2024
100611982;44255171;44255171;7/29/2024
100416012;44255173;44255173;7/29/2024
50537687;44260053;44260053;7/29/2024
92970036;44250548;44250548;7/29/2024
92970117;44250543;44250543;7/29/2024
93103638;44251292;44251292;7/29/2024
93199457;44251299;44251299;7/29/2024
93339062;44251298;44251298;7/29/2024
95082506;44250550;44250550;7/29/2024
93107986;44250541;44250541;7/29/2024
93129319;44251293;44251293;7/29/2024
93403100;44250542;44250542;7/29/2024
93115024;44250549;44250549;7/29/2024
93183364;44252417;44252417;7/29/2024
95407952;44253352;44253352;7/29/2024
93129327;44253356;44253356;7/29/2024
93347804;44253350;44253350;7/29/2024
56354428;44005178;44005178;7/29/2024
44904037;44005179;44005179;7/29/2024
92300685;44005816;44005816;7/29/2024
109683706;44265269;44265269;7/29/2024
109683803;44265267;44265267;7/29/2024
109683650;44265274;44265274;7/29/2024
109683544;44265276;44265276;7/29/2024
111435056;44265268;44265268;7/29/2024
109683579;44260020;44260020;7/29/2024
69818665;44260019;44260019;7/29/2024
44391854;44005180;44005180;7/29/2024
81695977;44005185;44005185;7/29/2024
81695942;44005181;44005181;7/29/2024
77897544;44005186;44005186;7/29/2024
104915013;44255238;44255238;7/29/2024
107629887;44260080;44260080;7/29/2024
100605206;44260079;44260079;7/29/2024
44281463;44255325;44255325;7/29/2024
75264730;44255318;44255318;7/29/2024
71587012;44255321;44255321;7/29/2024
59279001;44255320;44255320;7/29/2024
45793344;44255322;44255322;7/29/2024
81396570;44255326;44255326;7/29/2024
47854340;44255324;44255324;7/29/2024
45820430;44255319;44255319;7/29/2024
44652992;44255367;44255367;7/29/2024
84113189;44255323;44255323;7/29/2024
79138632;44255317;44255317;7/29/2024
44281625;44255376;44255376;7/29/2024
101668236;44251232;44251232;7/29/2024
101613172;44255392;44255392;7/29/2024
98033808;44250186;44250186;7/29/2024
100198201;44255391;44255391;7/29/2024
98652176;44255395;44255395;7/29/2024
105833541;44255393;44255393;7/29/2024
98191381;44260244;44260244;7/29/2024
101521774;44255388;44255388;7/29/2024
98036980;44251202;44251202;7/29/2024
101763433;44251410;44251410;7/29/2024
101811004;44250941;44250941;7/29/2024
103228560;44251206;44251206;7/29/2024
100562507;44251234;44251234;7/29/2024
101503504;44255389;44255389;7/29/2024
100457681;44260240;44260240;7/29/2024
106325124;44251210;44251210;7/29/2024
98668536;44260089;44260089;7/29/2024
98191594;44260087;44260087;7/29/2024
100886604;44251030;44251030;7/29/2024
98556410;44251021;44251021;7/29/2024
78223784;44703535;44703535;7/29/2024
90931599;44252869;44252869;7/29/2024
106445537;44704726;44704726;7/29/2024
107725649;44704725;44704725;7/29/2024
107048388;44704727;44704727;7/29/2024
107919567;44704722;44704722;7/29/2024
108243206;44703567;44703567;7/29/2024
107976978;44703563;44703563;7/29/2024
105955434;44703562;44703562;7/29/2024
110687744;44703564;44703564;7/29/2024
108493814;44703566;44703566;7/29/2024
105825948;44703565;44703565;7/29/2024
106457624;44702485;44702485;7/29/2024
106478230;44702484;44702484;7/29/2024
108341860;44702486;44702486;7/29/2024
106426400;44702487;44702487;7/29/2024
109726421;44702488;44702488;7/29/2024
94876703;44253281;44253281;7/29/2024
97676020;44252477;44252477;7/29/2024
112474365;44704562;44704562;7/29/2024
112474438;44704567;44704567;7/29/2024
112467750;44253282;44253282;7/29/2024
112486347;44252485;44252485;7/29/2024
112633455;44252482;44252482;7/29/2024
112736645;44252479;44252479;7/29/2024
112470181;44252478;44252478;7/29/2024
112497764;44252480;44252480;7/29/2024
112464823;44252484;44252484;7/29/2024
112465129;44252483;44252483;7/29/2024
112468403;44252486;44252486;7/29/2024
112983820;44252516;44252516;7/29/2024
112629997;44252515;44252515;7/29/2024
112599656;44252507;44252507;7/29/2024
112674887;44252512;44252512;7/29/2024
112525687;44252511;44252511;7/29/2024
112673805;44252509;44252509;7/29/2024
112475590;44252510;44252510;7/29/2024
112656072;44252508;44252508;7/29/2024
112545483;44252513;44252513;7/29/2024
112474713;44259915;44259915;7/29/2024
112569986;44259914;44259914;7/29/2024
75787610;44255273;44255273;7/29/2024
77396928;44255268;44255268;7/29/2024
75776650;44255271;44255271;7/29/2024
75777495;44255277;44255277;7/29/2024
62648683;44255280;44255280;7/29/2024
89364635;44255276;44255276;7/29/2024
75777053;44255270;44255270;7/29/2024
70066914;44255275;44255275;7/29/2024
52426297;44008571;44008571;7/29/2024
74783262;44255269;44255269;7/29/2024
91585260;44260110;44260110;7/29/2024
91442940;44260111;44260111;7/29/2024
91794749;44260182;44260182;7/29/2024
91360919;44260108;44260108;7/29/2024
91394139;44260115;44260115;7/29/2024
99585774;44260116;44260116;7/29/2024
92300936;44260113;44260113;7/29/2024
92266959;44260109;44260109;7/29/2024
90830296;44260114;44260114;7/29/2024
91103568;44260107;44260107;7/29/2024
93946473;44260112;44260112;7/29/2024
98357980;44260011;44260011;7/29/2024
94116075;44260013;44260013;7/29/2024
94102309;44260009;44260009;7/29/2024
97198722;44260007;44260007;7/29/2024
92284809;44260016;44260016;7/29/2024
97323730;44253367;44253367;7/29/2024
92800017;44252982;44252982;7/29/2024
99581540;44252993;44252993;7/29/2024
99461536;44251356;44251356;7/29/2024
99040948;44252987;44252987;7/29/2024
93366124;44260127;44260127;7/29/2024
92872654;44252496;44252496;7/29/2024
99229811;44260196;44260196;7/29/2024
99286408;44260136;44260136;7/29/2024
90260007;44252983;44252983;7/29/2024
99071932;44252985;44252985;7/29/2024
90449100;44252996;44252996;7/29/2024
91143977;44252990;44252990;7/29/2024
92278779;44260187;44260187;7/29/2024
99291339;44252489;44252489;7/29/2024
99349922;44255452;44255452;7/29/2024
99167611;44255450;44255450;7/29/2024
95462155;44253371;44253371;7/29/2024
99228963;44252989;44252989;7/29/2024
99285363;44252994;44252994;7/29/2024
92800289;44255433;44255433;7/29/2024
91912296;44255435;44255435;7/29/2024
99167646;44255451;44255451;7/29/2024
92988156;44255448;44255448;7/29/2024
99169355;44255453;44255453;7/29/2024
93108508;44255456;44255456;7/29/2024
99987457;44255449;44255449;7/29/2024
99369826;44255454;44255454;7/29/2024
98823124;44255337;44255337;7/29/2024
99955822;44255345;44255345;7/29/2024
98487248;44255338;44255338;7/29/2024
98790544;44255340;44255340;7/29/2024
98383434;44260058;44260058;7/29/2024
98811690;44255346;44255346;7/29/2024
99094169;44255341;44255341;7/29/2024
95859730;44255339;44255339;7/29/2024
99174910;44255342;44255342;7/29/2024
98426508;44260065;44260065;7/29/2024
99261758;44260060;44260060;7/29/2024
99341123;44260063;44260063;7/29/2024
8368589;44255357;44255357;7/29/2024
60978953;44008523;44008523;7/29/2024
69820830;44008521;44008521;7/29/2024
8368635;44008518;44008518;7/29/2024
66116074;44255364;44255364;7/29/2024
8368619;44008517;44008517;7/29/2024
8368643;44008519;44008519;7/29/2024
63653540;44008522;44008522;7/29/2024
65886178;44255363;44255363;7/29/2024
106190059;44704222;44704222;7/29/2024
107372169;44704226;44704226;7/29/2024
108650146;44704223;44704223;7/29/2024
106324276;44704225;44704225;7/29/2024
107102862;44704224;44704224;7/29/2024
106538543;44704227;44704227;7/29/2024
106361228;44703528;44703528;7/29/2024
107797453;44703526;44703526;7/29/2024
107872587;44703529;44703529;7/29/2024
112484662;44703527;44703527;7/29/2024
109755472;44703531;44703531;7/29/2024
108023176;44703530;44703530;7/29/2024
106540505;44703475;44703475;7/29/2024
106338986;44703477;44703477;7/29/2024
112262007;44703474;44703474;7/29/2024
107343789;44703472;44703472;7/29/2024
99229692;44253335;44253335;7/29/2024
99593939;44253329;44253329;7/29/2024
92554458;44253330;44253330;7/29/2024
93226551;44253336;44253336;7/29/2024
99285312;44253327;44253327;7/29/2024
99003945;44250253;44250253;7/29/2024
99170272;44250463;44250463;7/29/2024
92803423;44250259;44250259;7/29/2024
99232219;44250469;44250469;7/29/2024
92486991;44250464;44250464;7/29/2024
92464351;44250251;44250251;7/29/2024
99589842;44250258;44250258;7/29/2024
99441969;44250256;44250256;7/29/2024
99524546;44250723;44250723;7/29/2024
91963303;44250727;44250727;7/29/2024
94131392;44255438;44255438;7/29/2024
99045923;44255437;44255437;7/29/2024
99284308;44255444;44255444;7/29/2024
99056798;44255442;44255442;7/29/2024
99228858;44255446;44255446;7/29/2024
99228823;44255443;44255443;7/29/2024
92291317;44255439;44255439;7/29/2024
99484650;44255445;44255445;7/29/2024
99352729;44255441;44255441;7/29/2024
99513218;44255440;44255440;7/29/2024
91832225;44259975;44259975;7/29/2024
99168790;44259969;44259969;7/29/2024
99463512;44259973;44259973;7/29/2024
99349965;44259974;44259974;7/29/2024
99378477;44259972;44259972;7/29/2024
94386137;44260029;44260029;7/29/2024
92974511;44260036;44260036;7/29/2024
92514049;44260031;44260031;7/29/2024
87879310;44704738;44704738;7/29/2024
80845010;44704734;44704734;7/29/2024
81507941;44704190;44704190;7/29/2024
81020228;44704186;44704186;7/29/2024
81231792;44704189;44704189;7/29/2024
80875041;44704187;44704187;7/29/2024
83921940;44704191;44704191;7/29/2024
81552610;44704188;44704188;7/29/2024
80736882;44704149;44704149;7/29/2024
80983570;44704147;44704147;7/29/2024
85958778;44704145;44704145;7/29/2024
80742548;44704144;44704144;7/29/2024
89215664;44704148;44704148;7/29/2024
80946674;44704146;44704146;7/29/2024
95438734;44704153;44704153;7/29/2024
80754546;44704155;44704155;7/29/2024
81968124;44704152;44704152;7/29/2024
81366604;44704154;44704154;7/29/2024
86958747;44704150;44704150;7/29/2024
92593062;44704151;44704151;7/29/2024
82783993;44250615;44250615;7/29/2024
93579969;44252877;44252877;7/29/2024
93297890;44250616;44250616;7/29/2024
93091702;44252881;44252881;7/29/2024
99218569;44252884;44252884;7/29/2024
92558062;44252879;44252879;7/29/2024
92486304;44250620;44250620;7/29/2024
99230917;44250613;44250613;7/29/2024
102032327;44008599;44008599;7/29/2024
84196963;44008597;44008597;7/29/2024
72117273;44253384;44253384;7/29/2024
74526103;44253385;44253385;7/29/2024
71695605;44253382;44253382;7/29/2024
71695656;44253377;44253377;7/29/2024
71695001;44253379;44253379;7/29/2024
71695273;44253381;44253381;7/29/2024
71997628;44260233;44260233;7/29/2024
71695737;44253383;44253383;7/29/2024
71821430;44260203;44260203;7/29/2024
75131579;44260234;44260234;7/29/2024
74506617;44253380;44253380;7/29/2024
