
UC;OLD_NIO;NEW_NIO;DATA
93318995;44281531;44281531;9/3/2024
93264143;44281532;44281532;9/3/2024
87998718;44705828;44705828;9/3/2024
94688311;44281528;44281528;9/3/2024
96363061;44281530;44281530;9/3/2024
96741597;44281520;44281520;9/3/2024
101734620;44281525;44281525;9/3/2024
95295909;44281524;44281524;9/3/2024
97336068;44281527;44281527;9/3/2024
112506291;44705824;44705824;9/3/2024
110237730;44570014;44570014;9/3/2024
111211514;44705825;44705825;9/3/2024
108771768;44708016;44708016;9/3/2024
95353461;44281522;44281522;9/3/2024
108361454;44262744;44262744;9/3/2024
105153699;44267190;44267190;9/3/2024
105664634;44267186;44267186;9/3/2024
105636606;44267189;44267189;9/3/2024
58745106;44278569;44278569;9/3/2024
48062375;44267192;44267192;9/3/2024
71192042;44267188;44267188;9/3/2024
19217196;44020275;44020275;9/3/2024
44618905;44262745;44262745;9/3/2024
87975661;44278563;44278563;9/3/2024
26663546;44278612;44278612;9/3/2024
73618624;44278580;44278580;9/3/2024
81316119;44278579;44278579;9/3/2024
70827737;44001764;44001764;9/3/2024
98309498;44001757;44001757;9/3/2024
98309455;44022647;44022647;9/3/2024
98309480;44022650;44022650;9/3/2024
98309447;44022649;44022649;9/3/2024
98309307;44022646;44022646;9/3/2024
98309560;44022645;44022645;9/3/2024
98309277;44017555;44017555;9/3/2024
98309226;44017557;44017557;9/3/2024
98310038;44017560;44017560;9/3/2024
97276510;44017563;44017563;9/3/2024
31615651;44263630;44263630;9/3/2024
68394756;44263635;44263635;9/3/2024
43331076;44701751;44701751;9/3/2024
49893289;44281432;44281432;9/3/2024
79009620;44004873;44004873;9/3/2024
28385853;44004876;44004876;9/3/2024
104008962;44004871;44004871;9/3/2024
94256489;44281416;44281416;9/3/2024
94248818;44281430;44281430;9/3/2024
89271319;44281431;44281431;9/3/2024
90222679;44281429;44281429;9/3/2024
83919635;44264399;44264399;9/3/2024
104208562;44264226;44264226;9/3/2024
103324046;44264402;44264402;9/3/2024
25831534;44022936;44022936;9/3/2024
76443655;44022939;44022939;9/3/2024
46708030;44004870;44004870;9/3/2024
37277863;44004868;44004868;9/3/2024
83995951;44264397;44264397;9/3/2024
54286905;44022758;44022758;9/3/2024
98699520;44017367;44017367;9/3/2024
100123015;44022756;44022756;9/3/2024
99732467;44268342;44268342;9/3/2024
37754378;44017370;44017370;9/3/2024
99732378;44271313;44271313;9/3/2024
70845794;44017366;44017366;9/3/2024
99732432;44268340;44268340;9/3/2024
99732491;44268333;44268333;9/3/2024
105687219;44268337;44268337;9/3/2024
108967379;44263594;44263594;9/3/2024
112599001;44271321;44271321;9/3/2024
111769345;44268335;44268335;9/3/2024
105707287;44268336;44268336;9/3/2024
102010323;44705920;44705920;9/3/2024
82398364;44268933;44268933;9/3/2024
77175654;44276037;44276037;9/3/2024
78485630;44707988;44707988;9/3/2024
29064368;44281448;44281448;9/3/2024
96046236;44570570;44570570;9/3/2024
109647491;44281449;44281449;9/3/2024
95885668;44264105;44264105;9/3/2024
99049678;44264098;44264098;9/3/2024
96436000;44264106;44264106;9/3/2024
92438660;44264102;44264102;9/3/2024
97375861;44264100;44264100;9/3/2024
92438636;44264103;44264103;9/3/2024
91323770;44264101;44264101;9/3/2024
95085939;44264097;44264097;9/3/2024
94075794;44264104;44264104;9/3/2024
87656698;44262188;44262188;9/3/2024
8155623;44262194;44262194;9/3/2024
33457298;44262190;44262190;9/3/2024
84617330;44003093;44003093;9/3/2024
8154937;44262191;44262191;9/3/2024
89068688;44263828;44263828;9/3/2024
80030572;44002121;44002121;9/3/2024
90222164;44711043;44711043;9/3/2024
98434071;44263831;44263831;9/3/2024
92416500;44263832;44263832;9/3/2024
82274398;44263827;44263827;9/3/2024
8155666;44263830;44263830;9/3/2024
101791160;44263834;44263834;9/3/2024
8155704;44263835;44263835;9/3/2024
31141714;44013795;44013795;9/3/2024
83206957;44268330;44268330;9/3/2024
102781257;44268347;44268347;9/3/2024
31196993;44266974;44266974;9/3/2024
55909574;44013779;44013779;9/3/2024
31197000;44013782;44013782;9/3/2024
31196950;44013784;44013784;9/3/2024
31400116;44013799;44013799;9/3/2024
49252089;44013797;44013797;9/3/2024
62753843;44013798;44013798;9/3/2024
31196926;44013803;44013803;9/3/2024
31400094;44268345;44268345;9/3/2024
31196900;44268343;44268343;9/3/2024
100826687;44266976;44266976;9/3/2024
94324115;44268352;44268352;9/3/2024
31615724;44013801;44013801;9/3/2024
90613511;44266753;44266753;9/3/2024
31169457;44013781;44013781;9/3/2024
31197027;44707084;44707084;9/3/2024
71408312;44264333;44264333;9/3/2024
66550246;44264327;44264327;9/3/2024
8153450;44706303;44706303;9/3/2024
8153477;44706314;44706314;9/3/2024
8153485;44706317;44706317;9/3/2024
8154317;44268383;44268383;9/3/2024
84881216;44704344;44704344;9/3/2024
73031887;44570584;44570584;9/3/2024
64087115;44268438;44268438;9/3/2024
83049630;44023335;44023335;9/3/2024
66257786;44023328;44023328;9/3/2024
68776489;44002215;44002215;9/3/2024
43514693;44022692;44022692;9/3/2024
100752640;44271229;44271229;9/3/2024
44928092;44271224;44271224;9/3/2024
97374490;44711510;44711510;9/3/2024
91680999;44271225;44271225;9/3/2024
106161830;44022638;44022638;9/3/2024
102551782;44281441;44281441;9/3/2024
65993918;44711511;44711511;9/3/2024
95188487;44022644;44022644;9/3/2024
87213176;44022639;44022639;9/3/2024
39457060;44267110;44267110;9/3/2024
44174560;44005011;44005011;9/3/2024
40713326;44702748;44702748;9/3/2024
39614760;44263750;44263750;9/3/2024
73575399;44702749;44702749;9/3/2024
81360428;44263756;44263756;9/3/2024
110740165;44708026;44708026;9/3/2024
112026257;44267109;44267109;9/3/2024
110766385;44263751;44263751;9/3/2024
112125115;44267107;44267107;9/3/2024
110925947;44267105;44267105;9/3/2024
111392861;44263753;44263753;9/3/2024
106582127;44263752;44263752;9/3/2024
110871243;44263748;44263748;9/3/2024
110728769;44263754;44263754;9/3/2024
111125766;44263755;44263755;9/3/2024
112820735;44267111;44267111;9/3/2024
111753880;44267103;44267103;9/3/2024
111060532;44263747;44263747;9/3/2024
111444624;44263749;44263749;9/3/2024
110740297;44708025;44708025;9/3/2024
20305184;44265552;44265552;9/3/2024
63394723;44265543;44265543;9/3/2024
21531137;44267125;44267125;9/3/2024
71495258;44267130;44267130;9/3/2024
20305176;44267124;44267124;9/3/2024
89306724;44267132;44267132;9/3/2024
105713449;44267358;44267358;9/3/2024
8418632;44267361;44267361;9/3/2024
8418624;44267360;44267360;9/3/2024
73320145;44267362;44267362;9/3/2024
88829618;44267359;44267359;9/3/2024
22834451;44018306;44018306;9/3/2024
94217866;44263608;44263608;9/3/2024
8407347;44018309;44018309;9/3/2024
58938354;44018312;44018312;9/3/2024
29836700;44278686;44278686;9/3/2024
35104759;44278690;44278690;9/3/2024
72540796;44023175;44023175;9/3/2024
72774649;44278684;44278684;9/3/2024
30738040;44023176;44023176;9/3/2024
8115508;44278692;44278692;9/3/2024
73080713;44278683;44278683;9/3/2024
92437931;44267072;44267072;9/3/2024
92438857;44267066;44267066;9/3/2024
92438849;44267067;44267067;9/3/2024
92865283;44267064;44267064;9/3/2024
92438881;44267065;44267065;9/3/2024
92438873;44267068;44267068;9/3/2024
54686954;44279756;44279756;9/3/2024
8097496;44279759;44279759;9/3/2024
8096767;44279697;44279697;9/3/2024
108601285;44711070;44711070;9/3/2024
104283920;44279700;44279700;9/3/2024
8097712;44279695;44279695;9/3/2024
80323871;44279693;44279693;9/3/2024
44631952;44018021;44018021;9/3/2024
83761926;44265208;44265208;9/3/2024
78807204;44265210;44265210;9/3/2024
39354148;44013915;44013915;9/3/2024
82566119;44706653;44706653;9/3/2024
87915901;44263547;44263547;9/3/2024
106605801;44278595;44278595;9/3/2024
105761761;44263621;44263621;9/3/2024
106666282;44263625;44263625;9/3/2024
106636790;44263623;44263623;9/3/2024
112564968;44278598;44278598;9/3/2024
106649698;44263618;44263618;9/3/2024
112564852;44263624;44263624;9/3/2024
111230357;44263620;44263620;9/3/2024
95591419;44263626;44263626;9/3/2024
96522461;44263622;44263622;9/3/2024
96588543;44263617;44263617;9/3/2024
110077687;44020156;44020156;9/3/2024
98309200;44277569;44277569;9/3/2024
98302752;44263670;44263670;9/3/2024
98309234;44263675;44263675;9/3/2024
98309242;44263667;44263667;9/3/2024
98302809;44263671;44263671;9/3/2024
98303910;44020157;44020157;9/3/2024
98302850;44263668;44263668;9/3/2024
98309188;44263673;44263673;9/3/2024
98309196;44263669;44263669;9/3/2024
98306456;44263672;44263672;9/3/2024
8437823;44267089;44267089;9/3/2024
84302372;44267087;44267087;9/3/2024
86481070;44013888;44013888;9/3/2024
79715567;44267085;44267085;9/3/2024
77260970;44267083;44267083;9/3/2024
88124002;44702768;44702768;9/3/2024
78173256;44702770;44702770;9/3/2024
28242564;44017767;44017767;9/3/2024
90461690;44267086;44267086;9/3/2024
8437890;44269804;44269804;9/3/2024
73967637;44267091;44267091;9/3/2024
101309120;44269811;44269811;9/3/2024
101617844;44269805;44269805;9/3/2024
108657167;44264081;44264081;9/3/2024
89618173;44277658;44277658;9/3/2024
109373596;44273418;44273418;9/3/2024
110866363;44267238;44267238;9/3/2024
102291403;44276536;44276536;9/3/2024
94177040;44276541;44276541;9/3/2024
96611960;44004914;44004914;9/3/2024
97735850;44276535;44276535;9/3/2024
100502539;44264080;44264080;9/3/2024
102304319;44276533;44276533;9/3/2024
100539092;44264086;44264086;9/3/2024
99670151;44264079;44264079;9/3/2024
100539084;44264078;44264078;9/3/2024
108650413;44264085;44264085;9/3/2024
93219571;44711518;44711518;9/3/2024
92694918;44264077;44264077;9/3/2024
107897849;44264084;44264084;9/3/2024
93699662;44264083;44264083;9/3/2024
94024294;44264082;44264082;9/3/2024
94829730;44004910;44004910;9/3/2024
102161046;44263822;44263822;9/3/2024
83106022;44263823;44263823;9/3/2024
96946903;44711430;44711430;9/3/2024
77049497;44013932;44013932;9/3/2024
76179044;44020301;44020301;9/3/2024
100507514;44263820;44263820;9/3/2024
55948030;44005022;44005022;9/3/2024
57006920;44013928;44013928;9/3/2024
92135790;44013930;44013930;9/3/2024
93720289;44020299;44020299;9/3/2024
93720378;44013925;44013925;9/3/2024
73209570;44711433;44711433;9/3/2024
63004208;44711432;44711432;9/3/2024
82598487;44263746;44263746;9/3/2024
73225304;44263818;44263818;9/3/2024
86983717;44263738;44263738;9/3/2024
90066340;44020304;44020304;9/3/2024
104089059;44263824;44263824;9/3/2024
61804630;44711434;44711434;9/3/2024
97526983;44263741;44263741;9/3/2024
89037308;44271312;44271312;9/3/2024
31615783;44017626;44017626;9/3/2024
31159010;44017625;44017625;9/3/2024
31615791;44017627;44017627;9/3/2024
84717076;44017630;44017630;9/3/2024
89616162;44017634;44017634;9/3/2024
44007370;44267021;44267021;9/3/2024
110996577;44271305;44271305;9/3/2024
43290523;44017632;44017632;9/3/2024
110996542;44271304;44271304;9/3/2024
110996526;44271303;44271303;9/3/2024
31172520;44271309;44271309;9/3/2024
53988957;44281368;44281368;9/3/2024
61638463;44706967;44706967;9/3/2024
33165238;44281372;44281372;9/3/2024
48783099;44004891;44004891;9/3/2024
111381649;44706972;44706972;9/3/2024
84303549;44706968;44706968;9/3/2024
74043650;44281394;44281394;9/3/2024
26618877;44281363;44281363;9/3/2024
77185129;44004896;44004896;9/3/2024
73604100;44281393;44281393;9/3/2024
73605018;44004890;44004890;9/3/2024
8435189;44281402;44281402;9/3/2024
110764170;44263680;44263680;9/3/2024
109805453;44263814;44263814;9/3/2024
109647653;44263774;44263774;9/3/2024
109486919;44263809;44263809;9/3/2024
109487010;44263811;44263811;9/3/2024
109370163;44263771;44263771;9/3/2024
110169344;44263769;44263769;9/3/2024
111556449;44263813;44263813;9/3/2024
109856821;44263772;44263772;9/3/2024
109416627;44263768;44263768;9/3/2024
109692268;44263775;44263775;9/3/2024
109371372;44263767;44263767;9/3/2024
109474252;44263773;44263773;9/3/2024
109370708;44263776;44263776;9/3/2024
109490460;44263770;44263770;9/3/2024
110707575;44263853;44263853;9/3/2024
110456246;44263816;44263816;9/3/2024
110259955;44263815;44263815;9/3/2024
110037111;44263807;44263807;9/3/2024
24050024;44702761;44702761;9/3/2024
86153757;44263851;44263851;9/3/2024
51206684;44022461;44022461;9/3/2024
31197248;44263677;44263677;9/3/2024
101379250;44022398;44022398;9/3/2024
100837336;44017879;44017879;9/3/2024
27473880;44268526;44268526;9/3/2024
40518787;44017877;44017877;9/3/2024
95087583;44711467;44711467;9/3/2024
50365649;44268523;44268523;9/3/2024
58602798;44268532;44268532;9/3/2024
41108302;44268524;44268524;9/3/2024
81494114;44711468;44711468;9/3/2024
73948845;44269912;44269912;9/3/2024
57834628;44711470;44711470;9/3/2024
75620545;44263328;44263328;9/3/2024
73684139;44269907;44269907;9/3/2024
67742793;44267253;44267253;9/3/2024
82374139;44278664;44278664;9/3/2024
70442207;44264140;44264140;9/3/2024
20191723;44279643;44279643;9/3/2024
88470725;44264144;44264144;9/3/2024
31847110;44267254;44267254;9/3/2024
19217218;44018169;44018169;9/3/2024
72743255;44278658;44278658;9/3/2024
19749236;44268465;44268465;9/3/2024
99764865;44263705;44263705;9/3/2024
94765332;44263703;44263703;9/3/2024
97089818;44263706;44263706;9/3/2024
98242431;44263699;44263699;9/3/2024
103594698;44263698;44263698;9/3/2024
104840480;44263702;44263702;9/3/2024
105013110;44263704;44263704;9/3/2024
102515956;44271259;44271259;9/3/2024
98239074;44263697;44263697;9/3/2024
96690119;44263701;44263701;9/3/2024
95711503;44263700;44263700;9/3/2024
95001875;44271253;44271253;9/3/2024
98567861;44271261;44271261;9/3/2024
100668240;44255251;44255251;9/3/2024
112469213;44254703;44254703;9/3/2024
110532961;44264075;44264075;9/3/2024
109001214;44264073;44264073;9/3/2024
105571911;44708001;44708001;9/4/2024
101165498;44711496;44711496;9/4/2024
108149447;44711499;44711499;9/4/2024
96394234;44707998;44707998;9/4/2024
95310681;44708002;44708002;9/4/2024
97439690;44707999;44707999;9/4/2024
105784575;44707997;44707997;9/4/2024
97383872;44708000;44708000;9/4/2024
39831116;44017870;44017870;9/4/2024
26631237;44017868;44017868;9/4/2024
35636963;44017826;44017826;9/4/2024
97805904;44271353;44271353;9/4/2024
29515696;44017829;44017829;9/4/2024
29515289;44017648;44017648;9/4/2024
88868370;44017652;44017652;9/4/2024
81276222;44017654;44017654;9/4/2024
86802674;44017651;44017651;9/4/2024
61074608;44017646;44017646;9/4/2024
80989004;44017645;44017645;9/4/2024
85641910;44017650;44017650;9/4/2024
77748409;44017647;44017647;9/4/2024
68750870;44017653;44017653;9/4/2024
94727848;44263440;44263440;9/4/2024
68306741;44263417;44263417;9/4/2024
44873727;44263438;44263438;9/4/2024
57743452;44263425;44263425;9/4/2024
86625357;44001866;44001866;9/4/2024
64510824;44263437;44263437;9/4/2024
79360785;44001863;44001863;9/4/2024
77271327;44001860;44001860;9/4/2024
43213286;44001861;44001861;9/4/2024
53983963;44001862;44001862;9/4/2024
43035868;44263423;44263423;9/4/2024
92572707;44707980;44707980;9/4/2024
46513191;44263444;44263444;9/4/2024
84007680;44263645;44263645;9/4/2024
93225288;44264076;44264076;9/4/2024
93572417;44264069;44264069;9/4/2024
91705320;44264067;44264067;9/4/2024
94025134;44264071;44264071;9/4/2024
94184496;44263640;44263640;9/4/2024
99939410;44264624;44264624;9/4/2024
90822587;44263643;44263643;9/4/2024
93158661;44263638;44263638;9/4/2024
95072020;44263642;44263642;9/4/2024
57692017;44013941;44013941;9/4/2024
102901724;44018856;44018856;9/4/2024
8414190;44018855;44018855;9/4/2024
69536813;44018861;44018861;9/4/2024
28373553;44705733;44705733;9/4/2024
62196286;44018860;44018860;9/4/2024
110134168;44705245;44705245;9/4/2024
90446674;44263641;44263641;9/4/2024
76543390;44711064;44711064;9/4/2024
40989615;44017445;44017445;9/4/2024
67974333;44267180;44267180;9/4/2024
98673459;44267173;44267173;9/4/2024
100033520;44265648;44265648;9/4/2024
97470805;44264946;44264946;9/4/2024
95084428;44265650;44265650;9/4/2024
86381091;44017759;44017759;9/4/2024
65143477;44265645;44265645;9/4/2024
83928006;44265652;44265652;9/4/2024
92954626;44017756;44017756;9/4/2024
90117891;44264939;44264939;9/4/2024
90997018;44277690;44277690;9/4/2024
87371367;44277691;44277691;9/4/2024
56058462;44277689;44277689;9/4/2024
45846723;44017757;44017757;9/4/2024
89007239;44277650;44277650;9/4/2024
85284343;44277686;44277686;9/4/2024
47672218;44017755;44017755;9/4/2024
61099210;44017761;44017761;9/4/2024
62669826;44265153;44265153;9/4/2024
81361262;44017762;44017762;9/4/2024
8439990;44017764;44017764;9/4/2024
89875168;44277688;44277688;9/4/2024
68489030;44023410;44023410;9/4/2024
98723650;44023411;44023411;9/4/2024
44413181;44023408;44023408;9/4/2024
49562126;44706298;44706298;9/4/2024
41733240;44268207;44268207;9/4/2024
84473126;44002511;44002511;9/4/2024
82294550;44268211;44268211;9/4/2024
97344028;44023413;44023413;9/4/2024
78426324;44023414;44023414;9/4/2024
77852087;44023405;44023405;9/4/2024
97499188;44702772;44702772;9/4/2024
58607226;44023406;44023406;9/4/2024
76134750;44023409;44023409;9/4/2024
43607276;44281406;44281406;9/4/2024
56113579;44023407;44023407;9/4/2024
99454076;44268212;44268212;9/4/2024
41304977;44710820;44710820;9/4/2024
51155435;44268191;44268191;9/4/2024
40158713;44020268;44020268;9/4/2024
41976258;44023412;44023412;9/4/2024
46570837;44023041;44023041;9/4/2024
98486381;44023610;44023610;9/4/2024
98436023;44013884;44013884;9/4/2024
92430104;44013876;44013876;9/4/2024
99028050;44013880;44013880;9/4/2024
98483684;44013879;44013879;9/4/2024
98376667;44017655;44017655;9/4/2024
99914220;44017658;44017658;9/4/2024
98508555;44017657;44017657;9/4/2024
98326929;44017663;44017663;9/4/2024
98391330;44017660;44017660;9/4/2024
98376764;44264087;44264087;9/4/2024
99914590;44264061;44264061;9/4/2024
98799240;44017662;44017662;9/4/2024
99195640;44017661;44017661;9/4/2024
99914409;44264060;44264060;9/4/2024
99356848;44017659;44017659;9/4/2024
98323083;44017664;44017664;9/4/2024
99914506;44710837;44710837;9/4/2024
98347950;44018061;44018061;9/4/2024
98331752;44017656;44017656;9/4/2024
99911507;44264090;44264090;9/4/2024
83748776;44018055;44018055;9/4/2024
106483285;44265005;44265005;9/4/2024
107065509;44264966;44264966;9/4/2024
106155040;44265002;44265002;9/4/2024
105995894;44264965;44264965;9/4/2024
106047337;44265001;44265001;9/4/2024
105994324;44264963;44264963;9/4/2024
106127063;44264959;44264959;9/4/2024
106021737;44264960;44264960;9/4/2024
106264206;44264999;44264999;9/4/2024
105998630;44265003;44265003;9/4/2024
106041991;44264961;44264961;9/4/2024
105992160;44264958;44264958;9/4/2024
106028553;44265000;44265000;9/4/2024
105990825;44264997;44264997;9/4/2024
106157507;44265004;44265004;9/4/2024
106250205;44264252;44264252;9/4/2024
106440284;44265006;44265006;9/4/2024
106055232;44264957;44264957;9/4/2024
106167243;44264998;44264998;9/4/2024
106553194;44264250;44264250;9/4/2024
106588915;44264255;44264255;9/4/2024
106235907;44264215;44264215;9/4/2024
106602977;44264249;44264249;9/4/2024
106003933;44264247;44264247;9/4/2024
106158643;44264254;44264254;9/4/2024
106496050;44264256;44264256;9/4/2024
105979546;44264248;44264248;9/4/2024
8404682;44017749;44017749;9/4/2024
8404690;44017751;44017751;9/4/2024
8404704;44711012;44711012;9/4/2024
82204560;44264169;44264169;9/4/2024
30136644;44017748;44017748;9/4/2024
83732780;44017754;44017754;9/4/2024
72275880;44018255;44018255;9/4/2024
8400261;44264167;44264167;9/4/2024
95803610;44264168;44264168;9/4/2024
87699281;44264174;44264174;9/4/2024
8408343;44264171;44264171;9/4/2024
8408440;44017752;44017752;9/4/2024
74947427;44264175;44264175;9/4/2024
91526779;44264197;44264197;9/4/2024
74363913;44017501;44017501;9/4/2024
108955427;44278588;44278588;9/4/2024
25282360;44278585;44278585;9/4/2024
30675375;44707977;44707977;9/4/2024
8407150;44707978;44707978;9/4/2024
8407207;44268495;44268495;9/4/2024
53034007;44017393;44017393;9/4/2024
23878274;44017391;44017391;9/4/2024
106082647;44279642;44279642;9/4/2024
105274461;44279640;44279640;9/4/2024
105359521;44279639;44279639;9/4/2024
32355327;44017737;44017737;9/4/2024
64780635;44017744;44017744;9/4/2024
90691440;44023550;44023550;9/4/2024
75224119;44023554;44023554;9/4/2024
31615570;44023547;44023547;9/4/2024
31197515;44265030;44265030;9/4/2024
48831476;44023549;44023549;9/4/2024
103253297;44265029;44265029;9/4/2024
31197523;44265032;44265032;9/4/2024
34830260;44023545;44023545;9/4/2024
34830162;44023552;44023552;9/4/2024
34686363;44023548;44023548;9/4/2024
34824022;44265028;44265028;9/4/2024
34860789;44023551;44023551;9/4/2024
34860770;44265031;44265031;9/4/2024
38330393;44013760;44013760;9/4/2024
55901298;44265034;44265034;9/4/2024
52368319;44262735;44262735;9/4/2024
95974954;44262728;44262728;9/4/2024
96958847;44262727;44262727;9/4/2024
103949763;44262734;44262734;9/4/2024
105548669;44262733;44262733;9/4/2024
104185287;44262730;44262730;9/4/2024
99526999;44262732;44262732;9/4/2024
93702680;44270208;44270208;9/4/2024
101396970;44270210;44270210;9/4/2024
96556161;44270206;44270206;9/4/2024
92197590;44013871;44013871;9/4/2024
91343992;44270207;44270207;9/4/2024
99993660;44270205;44270205;9/4/2024
87663880;44264183;44264183;9/4/2024
20439407;44264185;44264185;9/4/2024
52655547;44264182;44264182;9/4/2024
89557980;44264184;44264184;9/4/2024
55371310;44264178;44264178;9/4/2024
31847102;44264179;44264179;9/4/2024
46178082;44264181;44264181;9/4/2024
60322446;44020255;44020255;9/4/2024
97431907;44264186;44264186;9/4/2024
92596177;44271333;44271333;9/4/2024
59920360;44706336;44706336;9/4/2024
87211360;44278723;44278723;9/4/2024
89181654;44278731;44278731;9/4/2024
88388654;44278728;44278728;9/4/2024
85528161;44278726;44278726;9/4/2024
84723017;44273385;44273385;9/4/2024
83160230;44273383;44273383;9/4/2024
87084139;44278725;44278725;9/4/2024
26857154;44278724;44278724;9/4/2024
56300352;44273392;44273392;9/4/2024
73050288;44273387;44273387;9/4/2024
81213441;44278759;44278759;9/4/2024
106734024;44270336;44270336;9/4/2024
106032372;44273479;44273479;9/4/2024
106020684;44273474;44273474;9/4/2024
106292455;44273473;44273473;9/4/2024
106380656;44273476;44273476;9/4/2024
105971510;44270337;44270337;9/4/2024
106589253;44268265;44268265;9/4/2024
106011286;44270334;44270334;9/4/2024
106264265;44270341;44270341;9/4/2024
105970670;44273481;44273481;9/4/2024
105983446;44268267;44268267;9/4/2024
106020633;44268266;44268266;9/4/2024
106355082;44273482;44273482;9/4/2024
106014277;44270340;44270340;9/4/2024
110993659;44270342;44270342;9/4/2024
106344790;44273477;44273477;9/4/2024
106656210;44270333;44270333;9/4/2024
106023462;44270335;44270335;9/4/2024
105975540;44273480;44273480;9/4/2024
107658577;44273431;44273431;9/4/2024
105986240;44711019;44711019;9/4/2024
105986267;44711021;44711021;9/4/2024
81617640;44263764;44263764;9/4/2024
76147665;44263759;44263759;9/4/2024
8414149;44018936;44018936;9/4/2024
104045892;44702744;44702744;9/4/2024
34940863;44018941;44018941;9/4/2024
101566174;44263762;44263762;9/4/2024
101738625;44263765;44263765;9/4/2024
91865255;44018943;44018943;9/4/2024
52431398;44013914;44013914;9/4/2024
98888676;44263806;44263806;9/4/2024
50135899;44263803;44263803;9/4/2024
8421005;44022594;44022594;9/4/2024
94152888;44263804;44263804;9/4/2024
8421013;44022588;44022588;9/4/2024
87099810;44263805;44263805;9/4/2024
85991740;44268167;44268167;9/4/2024
106787136;44263800;44263800;9/4/2024
65137094;44263802;44263802;9/4/2024
32991916;44268165;44268165;9/4/2024
68804687;44264107;44264107;9/4/2024
39807479;44264110;44264110;9/4/2024
112469027;44711531;44711531;9/4/2024
32834845;44273411;44273411;9/4/2024
29441463;44023485;44023485;9/4/2024
98758187;44273364;44273364;9/4/2024
98758144;44264112;44264112;9/4/2024
45071624;44023490;44023490;9/4/2024
55682731;44023489;44023489;9/4/2024
43921205;44023493;44023493;9/4/2024
77896270;44711526;44711526;9/4/2024
47233923;44023492;44023492;9/4/2024
74180371;44023486;44023486;9/4/2024
87596652;44023488;44023488;9/4/2024
92499236;44273404;44273404;9/4/2024
87068850;44023013;44023013;9/4/2024
91222346;44022826;44022826;9/4/2024
103873740;44264116;44264116;9/4/2024
69473846;44022827;44022827;9/4/2024
83184171;44017698;44017698;9/4/2024
85006726;44022831;44022831;9/4/2024
92964630;44268379;44268379;9/4/2024
92964079;44268380;44268380;9/4/2024
93790694;44268473;44268473;9/4/2024
92964559;44268378;44268378;9/4/2024
93151152;44268481;44268481;9/4/2024
93251050;44268480;44268480;9/4/2024
92962718;44268478;44268478;9/4/2024
93738994;44268477;44268477;9/4/2024
93085788;44023670;44023670;9/4/2024
93417640;44268476;44268476;9/4/2024
92964478;44268479;44268479;9/4/2024
93042442;44017612;44017612;9/4/2024
86326236;44017606;44017606;9/4/2024
53966198;44017609;44017609;9/4/2024
112239366;44263541;44263541;9/4/2024
109775333;44263540;44263540;9/4/2024
8411140;44017610;44017610;9/4/2024
90271408;44017613;44017613;9/4/2024
53485475;44263544;44263544;9/4/2024
86446673;44017614;44017614;9/4/2024
61677043;44017608;44017608;9/4/2024
85561282;44263538;44263538;9/4/2024
95539859;44263543;44263543;9/4/2024
110073347;44263539;44263539;9/4/2024
22106901;44017605;44017605;9/4/2024
59279958;44705226;44705226;9/4/2024
8411166;44017607;44017607;9/4/2024
79037020;44018245;44018245;9/4/2024
68962860;44017611;44017611;9/4/2024
56911610;44267062;44267062;9/4/2024
82897581;44023422;44023422;9/4/2024
83167170;44013901;44013901;9/4/2024
22149490;44013903;44013903;9/4/2024
36691208;44017426;44017426;9/4/2024
28848349;44013897;44013897;9/4/2024
91630428;44267042;44267042;9/4/2024
48346004;44013899;44013899;9/4/2024
41001214;44013904;44013904;9/4/2024
72800887;44017431;44017431;9/4/2024
25499440;44013896;44013896;9/4/2024
49698877;44023416;44023416;9/4/2024
8410747;44267041;44267041;9/4/2024
94623678;44023469;44023469;9/4/2024
35252499;44023468;44023468;9/4/2024
93531206;44267035;44267035;9/4/2024
96962321;44263783;44263783;9/4/2024
102523134;44281381;44281381;9/4/2024
102476209;44281382;44281382;9/4/2024
102508828;44263780;44263780;9/4/2024
102508844;44281376;44281376;9/4/2024
96760737;44281374;44281374;9/4/2024
105120804;44263785;44263785;9/4/2024
94671877;44263778;44263778;9/4/2024
93451237;44263782;44263782;9/4/2024
100213510;44263781;44263781;9/4/2024
104275766;44710755;44710755;9/4/2024
111166497;44263486;44263486;9/4/2024
110292596;44263477;44263477;9/4/2024
110623401;44263481;44263481;9/4/2024
110292499;44263485;44263485;9/4/2024
110361849;44263482;44263482;9/4/2024
111217342;44263479;44263479;9/4/2024
110310454;44263483;44263483;9/4/2024
110404416;44263484;44263484;9/4/2024
111055466;44263480;44263480;9/4/2024
110128826;44263478;44263478;9/4/2024
110707710;44263472;44263472;9/4/2024
111675359;44263473;44263473;9/4/2024
111425808;44263468;44263468;9/4/2024
110300521;44263474;44263474;9/4/2024
110358503;44263469;44263469;9/4/2024
110376560;44263476;44263476;9/4/2024
110113039;44710758;44710758;9/4/2024
96184035;44263471;44263471;9/4/2024
97892076;44263475;44263475;9/4/2024
97892084;44263467;44263467;9/4/2024
108104613;44273513;44273513;9/4/2024
96184051;44273518;44273518;9/4/2024
97892068;44273517;44273517;9/4/2024
97892114;44263470;44263470;9/4/2024
98121286;44273516;44273516;9/4/2024
88157504;44705197;44705197;9/4/2024
95746790;44705198;44705198;9/4/2024
76395812;44020174;44020174;9/4/2024
