
UC;NEW_NIO;OLD_NIO;DATA
111661579;45254073;423076489;10/8/2024
108781852;44709606;411380095;10/8/2024
91222567;44714895;413179808;10/8/2024
79522157;45460198;280931296;10/8/2024
8351201;44714891;952342345;10/8/2024
51780321;45460717;980330492;10/8/2024
70153639;45460720;993730653;10/8/2024
81348665;45460718;270232501;10/8/2024
102043574;44714887;342640086;10/8/2024
52319768;44714886;911841086;10/8/2024
62947931;45460722;253531385;10/8/2024
51161770;45457917;913231621;10/8/2024
8377570;45457923;992430787;10/8/2024
82031355;45457915;980330350;10/8/2024
41962834;45457918;883231926;10/8/2024
53144988;45457924;233131547;10/8/2024
89832493;45460242;221332439;10/8/2024
46787771;44715328;221342876;10/8/2024
87733420;45460243;291930007;10/8/2024
57124400;45460239;241632051;10/8/2024
46103643;44715308;210641555;10/8/2024
30804124;44715304;390542165;10/8/2024
33775915;44715139;380251529;10/8/2024
84441402;44715136;854540980;10/8/2024
34992618;45459752;961730162;10/8/2024
81337000;45459746;953031263;10/8/2024
102047197;45461122;370231635;10/8/2024
101363508;45459747;361830900;10/8/2024
94316066;45461121;331934309;10/8/2024
92381588;45459749;324330452;10/8/2024
85649180;45459748;372930332;10/8/2024
96495596;45460565;341330222;10/8/2024
101812000;45460570;361831054;10/8/2024
96835044;45460145;353132757;10/8/2024
97040720;45460260;341832769;10/8/2024
97367591;45460263;350133943;10/8/2024
97489328;45460152;331132649;10/8/2024
96989866;45460262;342730215;10/8/2024
97387967;45460259;350133174;10/8/2024
97683949;45460255;243133741;10/8/2024
97683388;45460258;350133601;10/8/2024
97936707;45460261;351731024;10/8/2024
104536233;45460151;372143629;10/8/2024
96642505;45255608;341832768;10/8/2024
97582913;45253583;351233244;10/8/2024
97280208;45460153;341832426;10/8/2024
96788909;45460149;380149500;10/8/2024
91099528;44282959;324031413;10/8/2024
84082160;44282963;930432602;10/8/2024
67253350;44282957;262732908;10/8/2024
79060188;44282964;272233611;10/8/2024
83112596;44711747;940643126;10/8/2024
79159664;44282962;932030920;10/8/2024
86937375;44709300;321340856;10/8/2024
27680100;44707462;914140465;10/8/2024
110808304;45254668;421277922;10/8/2024
89276019;45460978;360133270;10/8/2024
89266374;45460980;410780538;10/8/2024
94515840;45460982;311332557;10/8/2024
90240375;45460981;400230391;10/8/2024
90147650;45458534;400230397;10/8/2024
76627926;44709962;200841347;10/8/2024
8438463;44710697;421079181;10/8/2024
99617404;44570817;410581818;10/8/2024
21946094;45253930;414477439;10/8/2024
89212827;45458334;421178501;10/8/2024
76768864;45458378;324333449;10/8/2024
86809822;45458353;351233981;10/8/2024
95229353;45458380;333633733;10/8/2024
55252567;45457776;241731387;10/8/2024
8209049;44715277;430280300;10/8/2024
90899830;45457783;284533152;10/8/2024
89220102;45457775;282630809;10/8/2024
77688341;45457749;281230755;10/8/2024
77233107;45457780;282633068;10/8/2024
83759409;45457778;232132713;10/8/2024
86576860;45457781;331233953;10/8/2024
84081317;45460311;294531966;10/8/2024
86601830;45460309;284531675;10/8/2024
78047900;45457779;281133325;10/8/2024
84464607;45457782;981834876;10/8/2024
77446070;45457777;952831321;10/8/2024
88474631;45460321;284531674;10/8/2024
77253949;45460312;282630811;10/8/2024
77456424;45460313;953432673;10/8/2024
94708207;44711697;380372762;10/8/2024
8354049;44715336;980840294;10/8/2024
58364870;45460297;800331737;10/8/2024
28787145;45460302;940830857;10/8/2024
29895120;45460301;362930110;10/8/2024
47785640;44715335;223040420;10/8/2024
54889243;45460295;361832521;10/8/2024
87009110;45460298;211730276;10/8/2024
50047124;44282925;784031172;10/8/2024
90712552;44711240;301040450;10/8/2024
51922924;45254206;391933812;10/8/2024
74400517;45460973;274730674;10/8/2024
43661734;45460969;413377433;10/8/2024
30097053;44711242;932040493;10/8/2024
89581679;45460970;421876914;10/8/2024
8338264;45460966;341832746;10/8/2024
75679981;44711238;351340998;10/8/2024
106175190;44715153;370141668;10/8/2024
68407408;45255745;391430809;10/8/2024
19676506;45460585;900430006;10/8/2024
20237502;45460591;901230313;10/8/2024
83336486;45460592;900431543;10/8/2024
19676590;45460590;291131196;10/8/2024
88637239;45460622;900430219;10/8/2024
63076136;45255740;900430220;10/8/2024
56292023;45460989;982530443;10/8/2024
87314380;45461002;353133995;10/8/2024
38540380;45460986;982230851;10/8/2024
84458917;45253995;410676928;10/8/2024
84251786;45460991;982032805;10/8/2024
72729562;45460999;360131636;10/8/2024
78513626;45460998;933530582;10/8/2024
85716332;45461003;874833163;10/8/2024
38562634;45460990;981830465;10/8/2024
82114617;45460987;982032751;10/8/2024
90912233;45460992;291132296;10/8/2024
51844176;45460994;982530515;10/8/2024
42318530;45461001;854730896;10/8/2024
38688905;45461000;982530857;10/8/2024
84714409;45460988;962031960;10/8/2024
8132100;44714860;961542911;10/8/2024
90917880;44714861;282840106;10/8/2024
84265752;44715270;412079853;10/8/2024
89945476;44715273;803640597;10/8/2024
82017905;44715268;243141853;10/8/2024
89928628;44715271;783841980;10/8/2024
84778628;44715272;790140119;10/8/2024
80841244;44715269;810640705;10/8/2024
21191930;44715286;311244486;10/8/2024
93839120;44715289;390773311;10/8/2024
80936040;44570635;283269706;10/8/2024
79875181;44715291;290342856;10/8/2024
79882846;45255944;414476625;10/8/2024
87192306;44715288;290342634;10/8/2024
96646780;44715287;341643665;10/8/2024
90930169;45457762;310530765;10/8/2024
87268833;45457764;213130645;10/8/2024
92033067;45460143;311531190;10/8/2024
26021994;44708949;252643176;10/8/2024
8137234;44708952;883241754;10/8/2024
42202817;45255802;200832755;10/8/2024
83852573;45255801;292631992;10/8/2024
64101070;45255804;312131142;10/8/2024
72543035;45255800;273133935;10/8/2024
8207658;45255805;940830554;10/8/2024
8386714;44710291;883240230;10/8/2024
43450814;44710287;203142453;10/8/2024
20911823;45459843;380231497;10/8/2024
99723441;45459838;351731973;10/8/2024
100573630;45459814;360131696;10/8/2024
61129437;45256233;402272995;10/8/2024
8127239;45256239;402272990;10/8/2024
83686886;45456971;402272972;10/8/2024
8127204;44710934;410179367;10/8/2024
8127190;44710371;402272999;10/8/2024
8102929;44710939;804440109;10/8/2024
8103569;45456969;240933372;10/8/2024
90853113;45460550;341833696;10/8/2024
32036647;44709913;260341331;10/8/2024
97873446;45460546;351230376;10/8/2024
103696474;44709908;312640670;10/8/2024
79085016;45460551;284531697;10/8/2024
110561368;45460549;400631043;10/8/2024
106053922;45458521;391231634;10/8/2024
36851868;45256013;904631568;10/8/2024
33024316;45255990;953433107;10/8/2024
8418250;45254228;414978029;10/8/2024
79681956;44715197;282742695;10/8/2024
111373468;44715233;422479474;10/8/2024
109251644;44715235;413180515;10/8/2024
110420659;44715237;421080061;10/8/2024
107216736;44715234;400741551;10/8/2024
113105690;44714869;390740630;10/8/2024
49370065;45460665;271530690;10/8/2024
83514813;45460671;312333149;10/8/2024
112751253;45460668;430378744;10/8/2024
93742096;45460674;331131927;10/8/2024
93742061;45460673;331131922;10/8/2024
93742118;45460669;331131921;10/8/2024
89611276;45460679;232133485;10/8/2024
84401168;44707733;420580207;10/8/2024
62668846;44711319;811245843;10/8/2024
77247213;44711317;333142343;10/8/2024
87350432;44711318;854543006;10/8/2024
93048866;45460215;311330748;10/8/2024
92087060;45460218;331131955;10/8/2024
96446021;45460222;341832953;10/8/2024
8130213;45254809;392031492;10/8/2024
8130230;45254805;392031490;10/8/2024
89388305;45252084;392031489;10/8/2024
44145802;44707817;203841879;10/8/2024
8210764;45255678;904831211;10/8/2024
8210713;45255681;331431814;10/8/2024
37395696;45255676;231630077;10/8/2024
23264152;45255683;914831484;10/8/2024
8210683;45255685;410779410;10/8/2024
108931919;45255689;410779413;10/8/2024
91738229;45255680;312933431;10/8/2024
99173123;45255687;290631607;10/8/2024
91812232;45255688;312930291;10/8/2024
99591928;45458479;430876506;10/8/2024
91823854;45458481;312932666;10/8/2024
79932177;45460604;232730928;10/8/2024
89791924;45460595;333633916;10/8/2024
49055747;45460649;333930238;10/8/2024
86868632;45460601;360131316;10/8/2024
91008891;45460653;883234153;10/8/2024
84376651;45460602;410877237;10/8/2024
48016454;45460598;421480715;10/8/2024
51642794;45460597;361832807;10/8/2024
43909604;45460652;212132009;10/8/2024
71627278;45460603;212132010;10/8/2024
109355156;44259424;412876065;10/8/2024
100424791;45456954;353134464;10/8/2024
106737856;45456945;393031330;10/8/2024
100984550;45456951;360230847;10/8/2024
100424988;45456946;353134465;10/8/2024
100815650;45456952;360133146;10/8/2024
104167556;45457000;360540399;10/8/2024
105769622;45457001;390232308;10/8/2024
100919987;45456950;360131995;10/8/2024
106520741;45456953;391931116;10/8/2024
8124191;44715265;750345019;10/8/2024
8124043;44715263;883642388;10/8/2024
78594065;44715266;284141327;10/8/2024
103289402;44715262;352140826;10/8/2024
65007867;44715267;920842555;10/8/2024
63413990;45459884;863230347;10/8/2024
8124280;45459875;240830777;10/8/2024
33117888;45459885;963530288;10/8/2024
84823216;45459851;244431022;10/8/2024
71793577;45459845;961630022;10/8/2024
35016590;45459846;961733257;10/8/2024
84735678;45459887;294431827;10/8/2024
32199945;45459850;952730147;10/8/2024
32199791;45459854;952732393;10/8/2024
90529421;44709969;301642041;10/8/2024
91148537;45458391;330330075;10/8/2024
30395119;45458392;940534051;10/8/2024
88755231;45458393;302031629;10/8/2024
86891928;45458387;883233026;10/8/2024
30693438;45458390;952031777;10/8/2024
62667114;45458385;930432306;10/8/2024
96202084;45254838;341330213;10/8/2024
100990118;45254836;360230752;10/8/2024
103950940;45459795;361030587;10/8/2024
74738798;44708556;331242358;10/8/2024
75971593;45459803;993732066;10/8/2024
93487169;45457019;330330807;10/8/2024
93487177;45457050;330330992;10/8/2024
93157606;45457054;330734633;10/8/2024
99464403;45457045;294632797;10/8/2024
93487037;45457047;330330924;10/8/2024
62674927;45457022;360142267;10/8/2024
43025994;45254765;252331628;10/8/2024
77521951;44715508;351940613;10/8/2024
89795474;45457016;421876709;10/8/2024
100443508;44715510;351344184;10/8/2024
112374085;45457020;431278294;10/8/2024
100463100;45457049;353131803;10/8/2024
84170867;45457052;291930210;10/8/2024
8401136;45457018;783130665;10/8/2024
8400571;45457046;392131472;10/8/2024
96465395;45256406;342730966;10/8/2024
73763861;45256416;342730968;10/8/2024
77491246;45256411;952830642;10/8/2024
87203537;44710230;291541976;10/8/2024
106985957;45256410;401030011;10/8/2024
69021651;44283709;941631169;10/8/2024
85366390;44711674;312841446;10/8/2024
69267154;44283707;950830024;10/8/2024
69267200;44715342;331041287;10/8/2024
80903495;44283712;291930916;10/8/2024
71183221;44283708;271733138;10/8/2024
94014744;44283711;331231794;10/8/2024
94119805;45457124;331932057;10/8/2024
94933197;45457120;333830834;10/8/2024
94149836;45457114;331233884;10/8/2024
94108234;45457105;331932020;10/8/2024
94262276;45457122;331232794;10/8/2024
32937636;45457119;324832684;10/8/2024
89582497;44715302;854240360;10/8/2024
73895814;44715300;854240399;10/8/2024
84077603;44715303;203140822;10/8/2024
76650430;45459739;272232814;10/8/2024
86520342;45459736;894231347;10/8/2024
95979921;45459737;291132621;10/8/2024
84529520;45252212;341333895;10/8/2024
84540320;45252211;400231959;10/8/2024
86145010;45459789;400231955;10/8/2024
53176014;45461044;331934177;10/8/2024
49928864;45461043;222731909;10/8/2024
88150747;45461041;330734441;10/8/2024
98879901;45461039;324331621;10/8/2024
54772419;45461040;901230097;10/8/2024
37254375;45458502;974030989;10/8/2024
82401500;45458500;224031630;10/8/2024
95782613;45457876;340731775;10/8/2024
95986260;45457883;412477024;10/8/2024
95861874;45457877;340730617;10/8/2024
99279088;45457878;400230351;10/8/2024
106805045;45457881;400231369;10/8/2024
93810040;45457882;331131962;10/8/2024
91622590;45457880;273132022;10/8/2024
93089007;45457909;324331645;10/8/2024
102209103;45457879;361733590;10/8/2024
91948053;45457875;421977367;10/8/2024
100308562;45457884;353134534;10/8/2024
94529280;45457907;854731114;10/8/2024
97065668;45457910;430778299;10/8/2024
95451102;45457913;294630760;10/8/2024
93159048;45457912;421976465;10/8/2024
94161410;45457914;331932410;10/8/2024
96371668;45457908;353134708;10/8/2024
