
UC;NEW_NIO;OLD_NIO;DATA
113513968;44011628;44011628;9/13/2024
58355340;45764679;401140607;10/23/2024
113398581;44705898;44705898;8/27/2024
92269109;44022019;290408815;10/28/2024
95691871;45457177;340730632;10/25/2024
83313559;45461805;752635146;10/28/2024
80801587;44023598;291610101;10/23/2024
8213844;44015314;753301379;10/28/2024
39528901;44016923;771702410;10/28/2024
97836079;44716096;400873327;10/28/2024
102177295;44700343;415076154;10/16/2024
76244830;44020537;273115493;10/23/2024
84290129;45764591;911440175;10/23/2024
113446616;44252827;44252827;8/30/2024
93355653;44022051;280305552;10/28/2024
113554320;44252685;44252685;9/19/2024
90702760;45462053;422976673;10/23/2024
113455852;44255216;44255216;9/2/2024
23101091;44254097;831431008;10/23/2024
113415427;44252758;44252758;9/2/2024
92157700;44022022;292106425;10/28/2024
47959681;44022548;763003352;10/23/2024
77898532;44013437;284203569;10/23/2024
8212309;44715323;804840171;10/28/2024
89834739;45458960;963132521;10/28/2024
85842125;44015311;973502212;10/28/2024
105284572;45461785;390134539;10/28/2024
94094497;44259293;331231813;10/23/2024
93196954;44287076;330734513;10/28/2024
93498870;45459042;324030506;10/18/2024
109762681;45291261;414377329;10/28/2024
88962385;44015622;253409519;10/25/2024
33617112;44015844;763203228;10/23/2024
111794862;45461591;430878194;10/28/2024
73721166;44715046;342042273;10/23/2024
113541988;44255246;44255246;9/20/2024
8354235;44286253;211732208;10/23/2024
25707760;44020544;922805378;10/23/2024
90333012;45461573;310530785;10/23/2024
94686505;44256487;244631135;10/23/2024
91486319;45290769;353734408;10/28/2024
113578067;44706369;44706369;9/25/2024
8299331;44015840;780903662;10/23/2024
110363027;44700411;413073423;10/19/2024
113517769;44255108;44255108;9/11/2024
87603047;44021998;700214805;10/28/2024
113554346;44252677;44252677;9/19/2024
90793641;45461570;400630041;10/23/2024
113572808;44253651;44253651;9/27/2024
113442998;44700074;44700074;8/28/2024
113440782;44252774;44252774;8/29/2024
51209845;44014378;753101406;10/28/2024
113568126;44700052;44700052;9/23/2024
86483722;45000428;210805566;10/23/2024
99011549;45457336;913631007;10/18/2024
65763629;45290870;261431538;10/23/2024
71987789;44017673;940202096;10/23/2024
46720073;44014178;742500362;10/28/2024
86600761;44015339;284405029;10/28/2024
71725709;44012366;272206444;10/23/2024
71725717;45000204;411273236;10/23/2024
113441150;44252742;44252742;8/29/2024
112345336;45700949;430180946;10/23/2024
80698719;44273787;291132357;10/25/2024
113516533;44253609;44253609;9/13/2024
113576099;44253473;44253473;9/24/2024
92127754;45254117;421978796;10/28/2024
86435442;44015836;411873811;10/23/2024
86497480;44015340;322500965;10/28/2024
90537769;45462047;254233415;10/23/2024
94071900;44257708;331231767;10/23/2024
113551916;44278794;44278794;9/23/2024
8213720;44716079;831341011;10/28/2024
8212104;44716576;400742162;10/23/2024
81763328;44273786;292132020;10/25/2024
107056895;45290761;393032194;10/28/2024
8354413;44715297;872841154;10/25/2024
98308564;44015927;271601918;10/28/2024
93376995;44259287;330330759;10/23/2024
113459203;44253598;44253598;9/17/2024
99432692;45457338;421276309;10/18/2024
111296110;45458952;421978215;10/18/2024
109430638;44013444;412473952;10/23/2024
49749617;44255071;44255071;8/26/2024
26537800;44255075;44255075;8/26/2024
66229693;44023599;412473025;10/25/2024
113391056;44255245;44255245;8/26/2024
8214140;44015310;771403432;10/28/2024
113490186;44005073;44005073;9/9/2024
98812459;45457343;312831599;10/18/2024
54892015;44015779;781403601;10/25/2024
8299170;44023536;831913565;10/23/2024
60223227;44701355;413074597;10/15/2024
94916381;44260567;390933938;10/23/2024
34205675;45000486;952309621;10/23/2024
84446633;44015204;793003000;10/28/2024
83889540;44572007;390269635;10/23/2024
91097177;44007249;900806383;10/23/2024
113583451;44706383;44706383;9/25/2024
91890640;45457339;391230386;10/18/2024
113556411;44255147;44255147;9/24/2024
113477880;44255121;44255121;8/31/2024
8399379;44014365;771902635;10/25/2024
113451954;44255166;44255166;9/2/2024
8324026;45700297;323943430;10/28/2024
80672531;45289272;291431830;10/28/2024
85780855;45290853;262732945;10/23/2024
80360840;45700308;222641458;10/28/2024
74248707;44017711;214001306;10/25/2024
84598859;44273785;294431891;10/25/2024
70513945;44023382;271509465;10/28/2024
113452497;44700086;44700086;9/24/2024
109553632;45291264;414478654;10/28/2024
90393716;45462051;310530759;10/23/2024
86455222;44017597;412073895;10/25/2024
94613974;45459038;341830473;10/18/2024
87158710;44015951;940201388;10/25/2024
103393749;44015949;370102594;10/25/2024
113536747;44700051;44700051;9/13/2024
95401920;44259290;272434187;10/23/2024
113461755;44253391;44253391;9/3/2024
97627445;44015341;331307349;10/28/2024
96155280;45764925;341640708;10/23/2024
8486581;44253548;860312085;10/26/2024
85223123;45764636;984740735;10/28/2024
8300658;44015837;770103015;10/23/2024
100394299;44254107;353734513;10/23/2024
90489349;44014367;251113128;10/25/2024
80169988;44273790;291132322;10/25/2024
91050901;45457370;301932509;10/18/2024
66748755;45257884;262731789;10/23/2024
26476819;45461786;391230028;10/23/2024
80641539;44013987;894801070;10/28/2024
8103607;44013972;773603854;10/28/2024
70513961;45000317;271509510;10/28/2024
95776176;44022054;291613792;10/28/2024
73091545;44715106;421979184;10/23/2024
71846824;44023596;271514529;10/23/2024
79019986;44015344;284405198;10/28/2024
111536090;45458954;421776603;10/18/2024
112285821;44255202;44255202;9/4/2024
99025116;45457344;421276223;10/18/2024
79019927;44015338;284405026;10/28/2024
113499787;44252681;44252681;9/6/2024
93614268;45461355;373530646;10/18/2024
52666263;44716078;982443252;10/28/2024
111596190;45458953;421878388;10/18/2024
75418606;44015342;274712303;10/28/2024
86210769;45764624;411979451;10/28/2024
75354390;44014366;274714684;10/25/2024
59868473;44013950;210303631;10/23/2024
98797905;45457337;312831597;10/18/2024
93579110;44287077;412678575;10/28/2024
61957135;44015307;791200057;10/28/2024
60465581;45764678;341640282;10/23/2024
31232477;44015618;430474106;10/25/2024
111305160;45458948;421978209;10/18/2024
69772983;44014740;263500801;10/25/2024
37874462;45700391;914040981;10/23/2024
113457820;44252782;44252782;8/30/2024
113540493;44253557;44253557;9/19/2024
113563159;44700371;44700371;9/25/2024
84480947;44700029;281800752;10/17/2024
94818835;45459041;262231547;10/18/2024
71622764;44022501;272206539;10/23/2024
91468272;45460115;421878834;10/28/2024
47034408;44278816;44278816;9/26/2024
89936841;45764676;372042408;10/23/2024
111291186;45458977;421977734;10/18/2024
90214200;45457369;224130133;10/18/2024
8214506;44715327;811440165;10/28/2024
63576120;44571722;430781061;10/28/2024
93400829;44256489;323341762;10/23/2024
113519885;44011643;44011643;9/16/2024
64642429;44286250;333930079;10/23/2024
8324514;44013984;272206318;10/23/2024
75606925;45764677;410879837;10/23/2024
20771975;44014298;864501633;10/28/2024
88417557;45289273;390231548;10/28/2024
79019811;44015337;293200917;10/28/2024
79934390;44023604;251103613;10/25/2024
93916000;45461521;311332001;10/23/2024
113570333;44255143;44255143;9/27/2024
113335814;44252778;44252778;8/28/2024
84691530;45700380;830841176;10/23/2024
36957860;44253502;964003276;10/16/2024
82121842;45764658;312641570;10/23/2024
8095477;45460684;214031807;10/23/2024
95661115;44012372;370227953;10/23/2024
113420412;44252698;44252698;8/24/2024
98567063;45764990;342642209;10/23/2024
111932572;44571696;421069896;10/23/2024
108958132;45459702;412477475;10/23/2024
74600303;44014380;271514435;10/28/2024
8326819;44718608;773745503;10/23/2024
113455127;44255074;44255074;8/29/2024
8321108;44021364;762902660;10/23/2024
8212180;44287063;810135805;10/23/2024
8294933;44016856;812514024;10/25/2024
46221840;44023505;734803090;10/23/2024
80598706;44014110;284404093;10/23/2024
91143381;45764652;321341428;10/23/2024
96190493;45459324;342730962;10/18/2024
27680053;45000128;800111504;10/28/2024
113460309;44700104;44700104;8/29/2024
8315043;45700900;221342915;10/23/2024
31400051;45000328;312114772;10/28/2024
87397862;44015933;253501498;10/23/2024
107199076;44705214;401040475;10/28/2024
35501367;44294753;291932591;10/23/2024
8362246;45000547;360100533;10/23/2024
113542810;44253581;44253581;9/20/2024
60335564;45000124;821011878;10/28/2024
66044740;44012371;894006700;10/25/2024
113550790;44253617;44253617;9/23/2024
8095361;44294751;214033942;10/23/2024
100552340;44014443;343601535;10/23/2024
110219864;45001725;413874112;10/28/2024
79961690;45459138;990332974;10/23/2024
45973210;44014111;280308734;10/23/2024
78561795;45457613;203530860;10/18/2024
84769912;44019866;292409026;10/23/2024
8297797;44019201;272212133;10/28/2024
8357641;45000476;772004012;10/23/2024
113494165;44255215;44255215;9/10/2024
113550081;44253565;44253565;9/18/2024
8356165;45000564;343601567;10/23/2024
95002073;44715743;341640956;10/28/2024
93141351;45459315;324330769;10/18/2024
106214411;45460509;391231380;10/23/2024
105940062;45460383;390731373;10/23/2024
37443690;44016858;974802971;10/25/2024
64158330;44700468;253502359;10/21/2024
113473990;44700073;44700073;8/31/2024
98440110;45458718;214131764;10/18/2024
71027335;45459137;830630065;10/23/2024
8326762;44294413;351233369;10/23/2024
8356211;45462033;342632909;10/23/2024
113405138;44005143;44005143;9/25/2024
106896059;45460378;401331335;10/23/2024
112737749;44700096;44700096;9/9/2024
44841540;44015892;351718877;10/23/2024
91304520;44016861;251103902;10/25/2024
93290004;45289259;324331857;10/28/2024
99607085;45459308;332332776;10/18/2024
82532753;45764660;321341233;10/23/2024
8348260;44017775;841411274;10/23/2024
65541510;44021531;700205147;10/28/2024
113540019;44252848;44252848;9/19/2024
8095442;45256538;940830563;10/23/2024
60594349;45459698;330330764;10/23/2024
74434659;44716575;413179688;10/22/2024
101146132;44716264;360140874;10/28/2024
113560273;44253580;44253580;9/24/2024
101026323;45289255;360131721;10/28/2024
84959991;45458721;370534463;10/18/2024
86705989;44023178;413073229;10/23/2024
83406140;45000225;753101914;10/23/2024
98879138;45458630;312930353;10/18/2024
74500651;44014152;961904637;10/25/2024
93973357;45459319;331131931;10/18/2024
89067827;44278831;301507573;10/18/2024
83227881;45291188;370532609;10/23/2024
91664209;44016948;301102585;10/28/2024
113556560;44253583;44253583;9/24/2024
102940614;44021526;884002419;10/28/2024
102940649;44021525;284408600;10/28/2024
85474037;45291182;294732842;10/23/2024
113514387;44253641;44253641;9/16/2024
106380141;45460511;391933818;10/23/2024
25644211;45461528;214131951;10/28/2024
8095353;44294748;940830853;10/23/2024
8357692;45000550;763403057;10/23/2024
8329850;44570631;330869987;10/25/2024
8212139;45764623;831441604;10/23/2024
53508823;45001692;232700633;10/28/2024
8362165;45001777;981609480;10/28/2024
63436124;44023511;370204582;10/23/2024
113421990;44255128;44255128;8/25/2024
112401660;44714621;421079906;10/25/2024
28062000;44015886;830707287;10/23/2024
113540329;44700050;44700050;9/23/2024
113550626;44252743;44252743;9/23/2024
38186853;44015888;400304264;10/23/2024
97195022;44714620;342340857;10/25/2024
113476779;44700070;44700070;9/6/2024
8512370;44014377;743000653;10/28/2024
84511222;45764659;244042385;10/23/2024
43803199;44021532;203600322;10/28/2024
113459831;44253572;44253572;9/11/2024
61268399;45763805;823640667;10/28/2024
113514069;44253562;44253562;9/13/2024
113513895;44255184;44255184;9/13/2024
113513976;44255145;44255145;9/13/2024
113514026;44253490;44253490;9/13/2024
113514182;44255183;44255183;9/13/2024
113514107;44255191;44255191;9/13/2024
113513941;44253487;44253487;9/13/2024
113574762;44253611;44253611;9/27/2024
96305754;44294378;311332441;10/23/2024
113498780;44252684;44252684;9/11/2024
88740510;45461703;362233225;10/28/2024
107681994;45460384;393234661;10/23/2024
8096112;44570655;410181077;10/23/2024
113462751;44700456;44700456;8/29/2024
113440499;44252776;44252776;8/29/2024
113440570;44252728;44252728;8/29/2024
32043805;45000548;821011017;10/23/2024
113533187;45457992;411177295;10/14/2024
110737016;45764979;411979674;10/28/2024
113489862;44252736;44252736;9/9/2024
64971406;44015693;412473537;10/23/2024
55224474;45459143;222632072;10/23/2024
113569211;44253567;44253567;9/26/2024
8326800;44718609;811245754;10/23/2024
91504333;44014450;292412777;10/28/2024
58860657;44268409;44268409;9/20/2024
113569580;44266354;44266354;9/25/2024
100145566;44016951;323321041;10/28/2024
94291110;44014592;322508162;10/25/2024
52638944;44021360;233401344;10/23/2024
78146623;44015890;273110157;10/23/2024
78259053;44015928;914810313;10/23/2024
78258944;44015931;272203761;10/23/2024
89315120;44015925;901200497;10/23/2024
74305077;44015934;981803650;10/23/2024
87447738;44015932;281803866;10/23/2024
78258766;44015894;322505245;10/23/2024
67807119;45461757;232830957;10/28/2024
87802015;44294381;330734657;10/23/2024
33423415;44014442;952304256;10/23/2024
90529731;45000362;232700747;10/23/2024
101559453;45289251;362430344;10/28/2024
8095531;44294746;962032886;10/23/2024
60335840;44014557;763103318;10/28/2024
98580167;45764662;351744065;10/23/2024
105465259;45289257;390134740;10/28/2024
8362190;44014108;811713299;10/23/2024
89314450;44018209;831114168;10/23/2024
8348251;45000238;760601387;10/23/2024
101731540;45290832;361832453;10/28/2024
95939245;44015889;292411266;10/23/2024
113437510;44255112;44255112;8/28/2024
113476710;44252764;44252764;9/5/2024
49624830;44570541;400469729;10/23/2024
84364629;45700382;301540822;10/23/2024
113457499;44255073;44255073;8/29/2024
82212740;45700329;292341720;10/23/2024
92936660;45000561;412473648;10/23/2024
100320627;44016795;322502099;10/25/2024
8362092;45000542;811713300;10/23/2024
25614380;44255082;44255082;9/6/2024
113475071;44252852;44252852;9/5/2024
107568004;45461741;400488679;10/23/2024
95123750;44014437;253402605;10/23/2024
113487274;44011641;44011641;9/19/2024
99151570;44277033;351831989;10/16/2024
90411587;45458715;391230884;10/18/2024
67250980;45461744;930832315;10/23/2024
28488377;44023520;321303035;10/25/2024
43202101;45764817;203142440;10/23/2024
8332762;45700242;371642783;10/28/2024
101075391;44716265;360140945;10/28/2024
95638784;45289254;360131621;10/28/2024
71072071;45459690;904630942;10/23/2024
63839555;44014010;233402611;10/25/2024
113432763;44252658;44252658;8/28/2024
90823958;45764657;292343827;10/23/2024
8150524;45700298;323940139;10/28/2024
96980796;45459323;341832881;10/18/2024
83408142;45764978;402273021;10/23/2024
113513216;44005071;44005071;9/13/2024
113513275;44005110;44005110;9/13/2024
39759393;44714753;892840352;10/23/2024
113420447;44252697;44252697;8/24/2024
96044900;44014444;930401973;10/23/2024
86660691;45461229;400432975;10/18/2024
8208409;45458323;351630578;10/25/2024
8337357;44017666;850912353;10/25/2024
113572468;44278797;44278797;9/27/2024
113430469;44252808;44252808;8/27/2024
83444840;45461618;941632972;10/23/2024
99784130;44012472;344400228;10/23/2024
113480091;44255084;44255084;9/3/2024
109277350;44716275;402673433;10/25/2024
78979811;44012518;284405263;10/25/2024
30021812;44254102;940534012;10/23/2024
102895384;45459079;371732817;10/18/2024
88733297;45460748;400388272;10/28/2024
93149980;45257205;324031586;10/18/2024
109503503;44716279;412079800;10/23/2024
113391005;44011642;44011642;9/23/2024
8361304;44018212;941600350;10/23/2024
93077718;45456816;324330404;10/18/2024
113451415;44255069;44255069;9/2/2024
110197151;45461702;361331902;10/23/2024
113519486;44255211;44255211;9/11/2024
93299524;45257204;324330522;10/18/2024
105189570;45459075;381030529;10/18/2024
100959067;45459078;360133106;10/18/2024
87335344;45461232;341830178;10/18/2024
95773355;45456846;340732159;10/18/2024
91065011;45001709;203616308;10/25/2024
111670993;44716091;422480301;10/28/2024
8346330;45456854;361232136;10/18/2024
106768999;45257164;400230674;10/18/2024
8362050;45001713;321303567;10/25/2024
113525354;44005070;44005070;9/17/2024
29046017;44016859;940503901;10/28/2024
8208050;44020512;884000449;10/25/2024
94117691;45459895;331932493;10/18/2024
47930837;45764885;860441428;10/28/2024
93520379;45459901;330330185;10/18/2024
107414309;45461246;393333351;10/18/2024
105322806;45257167;390634873;10/18/2024
89741501;44287025;870130156;10/23/2024
93679459;45461198;330330243;10/18/2024
45745560;44294918;330330010;10/28/2024
84050640;44254271;250233550;10/28/2024
35567627;45764854;951241593;10/25/2024
113458215;44255080;44255080;8/29/2024
103336834;45456689;373530405;10/18/2024
8208395;44015667;800515062;10/25/2024
52642216;44015269;911603132;10/28/2024
113556829;44253564;44253564;9/24/2024
41457757;45461960;992430634;10/20/2024
100582427;45456894;353630462;10/18/2024
93114346;45460527;415076086;10/18/2024
8099170;44711881;852440092;9/19/2024
74710494;45461700;244030127;10/23/2024
100469817;45456694;353131855;10/18/2024
76842665;45461709;222632804;10/28/2024
113525389;44255231;44255231;9/17/2024
8206910;44717935;413779261;10/23/2024
89527119;44706371;301140826;10/18/2024
78393949;44015694;274710994;10/25/2024
100831320;45461203;360133049;10/18/2024
53151470;45700392;882440204;10/28/2024
28496116;44013348;872400070;10/28/2024
26721511;44015715;922500937;10/23/2024
109537858;44716271;411979165;10/23/2024
109214390;44716064;401273371;10/25/2024
84603143;45763860;272243657;10/23/2024
101583109;45460765;410878116;10/18/2024
8094195;45700912;413279656;10/23/2024
109605144;44716273;412079797;10/23/2024
30124476;45257221;940530734;10/23/2024
8298076;44013351;302311275;10/28/2024
85591106;44015318;390116322;10/28/2024
45027439;44015720;284409332;10/23/2024
113567332;44253461;44253461;9/27/2024
93225881;45460356;324330530;10/18/2024
19627688;44018205;850111888;10/23/2024
113549750;44255117;44255117;9/17/2024
88002080;44273829;992730458;10/17/2024
60449365;44013350;252610087;10/28/2024
88458598;44294916;302031335;10/28/2024
113459734;44005134;44005134;9/9/2024
95163603;45459896;414976613;10/18/2024
8156310;45461513;414978753;10/28/2024
98193481;45460533;351730178;10/18/2024
41057830;45461963;993230131;10/20/2024
79156789;45461713;212231111;10/28/2024
76391884;45700910;413279657;10/23/2024
80651933;44263515;222630007;10/28/2024
56146450;45763902;413279862;10/23/2024
113487550;44005129;44005129;9/9/2024
109447948;44716278;401273352;10/23/2024
26113007;45000484;930402633;10/25/2024
8208425;44020473;232204397;10/25/2024
102211744;45459904;361733686;10/18/2024
8361932;45001716;782004365;10/25/2024
51914255;44260463;232830767;10/28/2024
8207879;44018287;810507415;10/25/2024
65037820;45001720;410874942;10/25/2024
45685100;45458821;370232315;10/18/2024
66322944;44017733;293200060;10/23/2024
101133472;44023538;274712116;10/23/2024
101133480;44022552;280311373;10/23/2024
87007525;44021536;300403761;10/25/2024
77152352;45461695;953612809;10/23/2024
89356420;44013324;293202947;10/28/2024
113403518;44005132;44005132;9/9/2024
74161326;45461620;272330341;10/23/2024
113489846;44700375;44700375;9/3/2024
113465831;44252713;44252713;9/4/2024
90555503;45461228;340432215;10/18/2024
91625718;44260481;312932755;10/28/2024
113383061;44700023;44700023;8/27/2024
105367087;45257165;390134716;10/18/2024
87330296;45461224;212231532;10/18/2024
72761660;44294924;222830672;10/28/2024
88039625;44717931;323742401;10/23/2024
8211469;45001704;850112290;10/28/2024
94670048;45461204;291931021;10/18/2024
91726522;45700422;312640184;10/23/2024
96496444;44015319;360401881;10/28/2024
50066080;44013354;941601143;10/28/2024
42066174;44012474;390202319;10/23/2024
103452745;44017643;370102876;10/28/2024
105571512;45290850;390731055;10/28/2024
100517811;45460772;353134860;10/18/2024
109771931;44716270;413180440;10/23/2024
89795059;44015231;313107691;10/28/2024
113445725;44252691;44252691;9/16/2024
93174462;45459466;324333460;10/18/2024
8305293;45458727;361832848;10/18/2024
87348306;44014826;243807289;10/25/2024
105463876;45257659;390230187;10/18/2024
86658085;45461231;410879857;10/18/2024
95271651;45461234;340131822;10/18/2024
88430766;45461217;391931064;10/18/2024
26232596;44015739;850912883;10/25/2024
109165071;45457445;412477547;10/23/2024
97091456;45456850;343234808;10/18/2024
83380272;44716307;951240407;10/23/2024
96874856;45459902;341832831;10/18/2024
100647880;45460768;353630484;10/18/2024
8338477;44015744;820211381;10/25/2024
46062670;44278211;212231047;10/28/2024
98583298;45459899;351231072;10/18/2024
113496044;44253604;44253604;9/10/2024
95445935;45001670;390112313;10/25/2024
74055950;45460745;273233554;10/28/2024
88446840;45458824;362233242;10/18/2024
65772334;44715521;212042800;10/28/2024
113556640;44255237;44255237;9/24/2024
8297991;44013345;334100375;10/28/2024
113580606;44253457;44253457;9/25/2024
106962299;45456888;401030184;10/18/2024
89707834;44013320;274711150;10/28/2024
73242420;45290841;932030037;10/25/2024
19365152;44015717;700205065;10/23/2024
93182546;45459467;414976608;10/18/2024
94562563;45001661;322500762;10/25/2024
109619463;44716272;411979219;10/23/2024
8342881;44012466;760802522;10/23/2024
60210583;44012470;232701839;10/23/2024
58715959;45461622;972032707;10/23/2024
30591708;44018210;214001476;10/23/2024
101962126;45460774;370230237;10/18/2024
93114397;45460526;400230508;10/18/2024
108812120;45700928;410879835;10/23/2024
71914080;44018211;390101347;10/23/2024
98088726;44716092;342342003;10/28/2024
89293908;45457417;343234823;10/18/2024
87378264;44015728;301107930;10/23/2024
113537379;44700020;44700020;9/19/2024
113573898;44253470;44253470;9/24/2024
113549741;44700014;44700014;9/23/2024
83409246;45461712;292630778;10/28/2024
71030662;44023616;312114117;10/25/2024
113504489;44253563;44253563;9/18/2024
8361312;44020245;850112234;10/23/2024
83179623;45461964;992532725;10/20/2024
77844939;45461957;993230142;10/20/2024
27725910;44013322;753001544;10/28/2024
107220350;45459327;401031213;10/18/2024
85300365;45461617;294732745;10/23/2024
87785943;45461624;250132214;10/23/2024
85591157;44015323;360401051;10/28/2024
29765706;45257208;941632677;10/23/2024
93769733;44015729;294705534;10/23/2024
101469888;45459077;361830664;10/18/2024
55337481;45460746;900430254;10/28/2024
81590679;44282665;240832256;10/18/2024
113471009;44700095;44700095;9/4/2024
90885589;45461233;310833867;10/18/2024
113536593;44253605;44253605;9/19/2024
109770781;45459357;414377857;10/18/2024
113539487;44700460;44700460;9/19/2024
113583435;44253465;44253465;9/25/2024
76331571;44716930;861240233;10/23/2024
78765560;44015718;972406593;10/23/2024
102000689;44716088;342640046;10/28/2024
113432461;44252799;44252799;8/27/2024
75989247;44013346;800112332;10/28/2024
68562926;45456830;290631732;10/18/2024
44870248;45290866;390731620;10/25/2024
96496509;44015265;292806464;10/28/2024
113522592;44253536;44253536;9/17/2024
93468466;45459903;324330827;10/18/2024
109297105;44716065;412079808;10/25/2024
85488739;44258452;214031828;10/28/2024
46743030;44273804;221331707;10/28/2024
71581510;44013347;413074691;10/28/2024
66352444;44021482;810908491;10/25/2024
8338019;45459072;272434221;10/18/2024
59047526;44022551;251803417;10/23/2024
58652795;45460360;943430994;10/23/2024
55308511;45257061;243233049;10/18/2024
104987456;45461250;392131647;10/18/2024
80183824;44020251;301107156;10/23/2024
101131917;45456693;222630197;10/18/2024
74212842;45257287;310532893;10/24/2024
52024059;44294921;232430807;10/28/2024
103589414;44253637;390232190;10/9/2024
22134417;44021484;400401152;10/25/2024
100494617;45460771;353131799;10/18/2024
8338485;44015730;820211382;10/23/2024
97606758;45457661;423177062;10/18/2024
82038449;44015316;413874290;10/28/2024
8296600;44015322;910401164;10/28/2024
94037710;45460531;331131433;10/18/2024
29877970;45257201;940534045;10/23/2024
64931889;44023615;952710435;10/25/2024
50570480;44023535;810914448;10/23/2024
91137152;45460922;200432079;10/18/2024
75265567;45290837;280430707;10/23/2024
86997157;45461230;414376517;10/18/2024
78285062;45459069;324330859;10/18/2024
85833533;44014832;332103857;10/25/2024
78508517;45257069;254233046;10/18/2024
52213722;44700439;44700439;9/9/2024
87008335;44021541;300403762;10/25/2024
48422886;45458125;224133097;10/28/2024
113435045;44255136;44255136;8/28/2024
113474458;44252700;44252700;8/31/2024
8338361;44018250;342402370;10/25/2024
70401667;44260485;212130565;10/28/2024
86318489;44015226;344400209;10/28/2024
47038284;44016903;221301841;10/28/2024
93568657;45460529;330330202;10/18/2024
20602847;44013352;901201691;10/28/2024
26415992;45458328;930432996;10/18/2024
100957749;45459076;360230032;10/18/2024
73090298;45461961;262731905;10/20/2024
73090751;45461962;244430488;10/20/2024
80924808;44022550;291612864;10/23/2024
83273859;44015733;780904260;10/23/2024
113601697;44255079;44255079;9/27/2024
95292608;45460345;212033995;10/18/2024
87518767;45457664;294732786;10/18/2024
78614589;45700429;214041050;10/23/2024
113560974;44252829;44252829;9/19/2024
8105847;44014073;800514475;10/28/2024
83444912;45461615;270231549;10/23/2024
90413563;44294728;291132335;10/23/2024
96483822;45001665;860703323;10/25/2024
93423640;45257206;324031526;10/18/2024
33834571;45763874;940544238;10/23/2024
96859938;45461200;353132761;10/18/2024
98172042;45461201;351233344;10/18/2024
73994375;45461619;351230234;10/23/2024
92936962;45459900;353734543;10/18/2024
97011720;45460534;341833750;10/18/2024
113479433;44252850;44252850;8/31/2024
8336229;44015700;850113003;10/25/2024
79055583;45290847;774131091;10/28/2024
97626503;45459897;342342022;10/18/2024
99107201;44015267;302300803;10/28/2024
80918646;44015321;292410960;10/28/2024
113540736;44700038;44700038;9/19/2024
73724858;45458284;763030254;10/18/2024
101456069;45763899;342641420;10/25/2024
93872160;45461195;331232809;10/18/2024
113559828;44011713;44011713;9/25/2024
58402276;44021479;820211380;10/25/2024
113560036;44252835;44252835;9/19/2024
105364061;45459361;390134717;10/18/2024
105324396;45459326;390134644;10/18/2024
97060925;45456852;343233069;10/18/2024
94236909;45459474;331932465;10/18/2024
100322760;45257652;353134503;10/18/2024
82591415;44254171;282632047;10/23/2024
100947280;44716090;323341509;10/28/2024
113472439;44700017;44700017;9/5/2024
75413094;45458275;341830388;10/18/2024
45540772;45001707;793302504;10/25/2024
105215368;45460769;390230378;10/18/2024
101295022;45763900;322542678;10/25/2024
87841240;45257292;914431762;10/24/2024
8355304;44023619;203704241;10/23/2024
8355312;45000208;752100505;10/23/2024
67876048;45764614;212042872;10/23/2024
55660606;45000221;244701729;10/23/2024
30353483;45700395;893640848;10/28/2024
113487096;44252837;44252837;9/4/2024
79403131;45458283;930432056;10/18/2024
88627802;45460750;301132531;10/28/2024
100442331;45457300;353130723;10/18/2024
103533400;45457299;372933676;10/18/2024
94772371;45001662;344400314;10/25/2024
74787810;45763807;352541869;10/28/2024
66573203;44254201;941632584;10/23/2024
93392222;45257222;330330734;10/18/2024
113579276;44253460;44253460;9/25/2024
73948276;45001711;582508840;10/25/2024
90893484;45257207;941632183;10/23/2024
50278770;44019277;840611827;10/28/2024
66510457;44258456;244330153;10/28/2024
84668962;44015227;344400148;10/28/2024
8339074;44016900;770503884;10/28/2024
71516360;44260465;340131782;10/28/2024
106000853;44571815;400473830;10/25/2024
50213270;45764812;940543056;10/28/2024
93333650;45459465;330734605;10/18/2024
96980834;45461196;341834094;10/18/2024
100754295;45456686;360133854;10/18/2024
8211418;45001751;862100734;10/28/2024
90870840;45457799;310530542;10/23/2024
73147974;44019332;273125213;10/28/2024
105390674;45459363;390233017;10/18/2024
112763448;44711227;421480209;10/28/2024
71268774;45461958;993230171;10/20/2024
99857081;45001667;400202293;10/25/2024
113426208;44252712;44252712;8/27/2024
77237714;44013959;282608966;10/28/2024
74556134;45459380;282633071;10/28/2024
8211450;45290845;800330849;10/28/2024
71305955;45763825;271540743;10/28/2024
95067841;45001663;251104588;10/25/2024
90129881;45461218;211330691;10/18/2024
80525504;45257203;224133151;10/23/2024
105320404;45459328;391232988;10/18/2024
113511850;44252735;44252735;9/13/2024
113554800;44255196;44255196;9/24/2024
105324337;45459325;391231569;10/18/2024
88163911;45461225;301730017;10/18/2024
29711444;44716573;940543856;10/23/2024
49330357;45460752;202930894;10/28/2024
38465914;45000353;981803589;10/28/2024
89553489;45001326;322605186;10/25/2024
60939001;44022554;292409463;10/23/2024
8337993;44013466;873600608;10/25/2024
98271792;44253467;312131089;10/28/2024
112759491;44286152;430378539;10/25/2024
73147990;44019333;272207561;10/28/2024
94552860;45257200;331431750;10/18/2024
108145140;45257168;400288215;10/18/2024
93052839;45459472;400630178;10/18/2024
112252117;44005126;44005126;9/9/2024
62324128;45456726;200432129;10/18/2024
113376138;44255213;44255213;9/2/2024
95170545;45458903;333633869;10/18/2024
