
UC;ETAPA;Ligação_Tipo Fase;Início Fat-Outubro;Final Fat-Outubro;Início Fat-Novembro;Final Fat-Novembro;Início Fat-Dezembro;Final Fat-Dezembro;Início Fat-Janeiro;Final Fat-Janeiro;Início Fat-Janeiro_27;Final Fat-Janeiro_28;
107699362;7;TR;;;;;;;;;;;
107700298;7;BI;;;;;;;;;;;
111212464;7;BI;;;;;;;;;;;
111691788;7;BI;;;;;;;;;;;
111645026;7;BI;;;;;;;;;;;
110163419;7;BI;;;;;;;;;;;
111267625;7;BI;;;;;;;;;;;
111831202;7;BI;;;;;;;;;;;
107728257;7;BI;;;;;;;;;;;
109920236;7;BI;;;;;;;;;;;
109462947;7;BI;;;;;;;;;;;
107558874;7;BI;;;;;;;;;;;
109090187;7;BI;;;;;;;;;;;
107917688;7;BI;;;;;;;;;;;
107025566;7;BI;;;;;;;;;;;
105071340;7;BI;;;;;;;;;;;
105143812;7;BI;;;;;;;;;;;
105143839;7;BI;;;;;;;;;;;
109898796;7;BI;;;;;;;;;;;
105460516;7;BI;;;;;;;;;;;
105460532;7;BI;;;;;;;;;;;
107346583;7;BI;;;;;;;;;;;
109803930;7;BI;;;;;;;;;;;
105860727;7;BI;;;;;;;;;;;
105860760;7;BI;;;;;;;;;;;
109771559;7;BI;;;;;;;;;;;
109226844;7;BI;;;;;;;;;;;
107526077;7;BI;;;;;;;;;;;
108630340;7;BI;;;;;;;;;;;
109512499;7;BI;;;;;;;;;;;
109816480;7;BI;;;;;;;;;;;
107040875;7;BI;;;;;;;;;;;
109387490;7;BI;;;;;;;;;;;
108969398;7;BI;;;;;;;;;;;
108948315;7;BI;;;;;;;;;;;
108251683;7;BI;;;;;;;;;;;
110797574;7;BI;;;;;;;;;;;
108047644;7;BI;;;;;;;;;;;
106807269;7;BI;;;;;;;;;;;
106884522;7;BI;;;;;;;;;;;
106884646;7;BI;;;;;;;;;;;
110828429;7;BI;;;;;;;;;;;
108448380;7;BI;;;;;;;;;;;
111451086;7;BI;;;;;;;;;;;
108512223;7;BI;;;;;;;;;;;
108316416;7;BI;;;;;;;;;;;
106357140;7;BI;;;;;;;;;;;
108155552;7;BI;;;;;;;;;;;
106975358;7;BI;;;;;;;;;;;
104279516;7;BI;;;;;;;;;;;
104278153;7;BI;;;;;;;;;;;
106747231;7;BI;;;;;;;;;;;
104786868;7;BI;;;;;;;;;;;
104284889;7;BI;;;;;;;;;;;
104278420;7;BI;;;;;;;;;;;
108012786;7;BI;;;;;;;;;;;
104272465;7;BI;;;;;;;;;;;
104286814;7;BI;;;;;;;;;;;
104264381;7;BI;;;;;;;;;;;
104926996;7;BI;;;;;;;;;;;
105359700;7;BI;;;;;;;;;;;
104280042;7;BI;;;;;;;;;;;
104288396;7;BI;;;;;;;;;;;
111103690;7;BI;;;;;;;;;;;
104343630;7;BI;;;;;;;;;;;
104282681;7;BI;;;;;;;;;;;
104287896;7;BI;;;;;;;;;;;
111624576;7;BI;;;;;;;;;;;
104269359;7;BI;;;;;;;;;;;
104255943;7;BI;;;;;;;;;;;
106931091;7;BI;;;;;;;;;;;
104286563;7;BI;;;;;;;;;;;
105354732;7;BI;;;;;;;;;;;
107693020;7;BI;;;;;;;;;;;
104271680;7;BI;;;;;;;;;;;
104484292;7;BI;;;;;;;;;;;
103754636;7;BI;;;;;;;;;;;
101847041;7;BI;;;;;;;;;;;
101116071;7;BI;;;;;;;;;;;
107107163;7;BI;;;;;;;;;;;
101112912;7;BI;;;;;;;;;;;
101046480;7;BI;;;;;;;;;;;
102198985;7;BI;;;;;;;;;;;
102060860;7;BI;;;;;;;;;;;
102739234;7;BI;;;;;;;;;;;
101041284;7;BI;;;;;;;;;;;
101245998;7;BI;;;;;;;;;;;
111607205;7;BI;;;;;;;;;;;
112142907;7;BI;;;;;;;;;;;
110290550;7;BI;;;;;;;;;;;
111749921;7;BI;;;;;;;;;;;
100261221;7;BI;;;;;;;;;;;
100333290;7;BI;;;;;;;;;;;
102670137;7;BI;;;;;;;;;;;
106053914;7;BI;;;;;;;;;;;
107406799;7;BI;;;;;;;;;;;
107232456;7;BI;;;;;;;;;;;
102510660;7;BI;;;;;;;;;;;
103099212;7;BI;;;;;;;;;;;
103099379;7;BI;;;;;;;;;;;
103099522;7;BI;;;;;;;;;;;
106829238;7;BI;;;;;;;;;;;
106829203;7;BI;;;;;;;;;;;
105191400;7;BI;;;;;;;;;;;
106506269;7;BI;;;;;;;;;;;
103410570;7;BI;;;;;;;;;;;
104444894;7;BI;;;;;;;;;;;
106561022;7;BI;;;;;;;;;;;
108207072;7;BI;;;;;;;;;;;
102398623;7;BI;;;;;;;;;;;
103639659;7;BI;;;;;;;;;;;
108729737;7;BI;;;;;;;;;;;
108207110;7;BI;;;;;;;;;;;
103213368;7;BI;;;;;;;;;;;
102109184;7;BI;;;;;;;;;;;
107556847;7;BI;;;;;;;;;;;
105677833;7;BI;;;;;;;;;;;
103322396;7;BI;;;;;;;;;;;
103357386;7;BI;;;;;;;;;;;
111178037;7;BI;;;;;;;;;;;
109998936;7;BI;;;;;;;;;;;
107733102;7;BI;;;;;;;;;;;
111213983;7;BI;;;;;;;;;;;
107509563;7;BI;;;;;;;;;;;
108778002;7;BI;;;;;;;;;;;
109153294;7;BI;;;;;;;;;;;
107677938;7;BI;;;;;;;;;;;
110265807;7;BI;;;;;;;;;;;
109026438;7;BI;;;;;;;;;;;
107677873;7;BI;;;;;;;;;;;
107269830;7;BI;;;;;;;;;;;
108015548;7;BI;;;;;;;;;;;
110387830;7;BI;;;;;;;;;;;
111178029;7;BI;;;;;;;;;;;
109571193;7;BI;;;;;;;;;;;
107387654;7;BI;;;;;;;;;;;
107793253;7;BI;;;;;;;;;;;
107818566;7;BI;;;;;;;;;;;
107238241;7;BI;;;;;;;;;;;
106270540;7;BI;;;;;;;;;;;
106318934;7;BI;;;;;;;;;;;
106318950;7;BI;;;;;;;;;;;
107838990;7;BI;;;;;;;;;;;
107501031;7;BI;;;;;;;;;;;
108084400;7;BI;;;;;;;;;;;
109182669;7;BI;;;;;;;;;;;
108291332;7;BI;;;;;;;;;;;
106893890;7;BI;;;;;;;;;;;
111782678;7;BI;;;;;;;;;;;
111031818;7;BI;;;;;;;;;;;
109631153;7;BI;;;;;;;;;;;
111854636;7;BI;;;;;;;;;;;
106928023;7;BI;;;;;;;;;;;
106928074;7;BI;;;;;;;;;;;
105783170;7;BI;;;;;;;;;;;
110556186;7;BI;;;;;;;;;;;
107056178;7;BI;;;;;;;;;;;
107789329;7;BI;;;;;;;;;;;
107809583;7;BI;;;;;;;;;;;
109355024;7;BI;;;;;;;;;;;
108594750;7;BI;;;;;;;;;;;
109521013;7;BI;;;;;;;;;;;
106700200;7;BI;;;;;;;;;;;
105346047;7;BI;;;;;;;;;;;
112531695;7;TR;;;;;;;;;;;
109231546;7;BI;;;;;;;;;;;
108000087;7;BI;;;;;;;;;;;
110387821;7;BI;;;;;;;;;;;
109564340;7;BI;;;;;;;;;;;
109422953;7;BI;;;;;;;;;;;
107131650;7;BI;;;;;;;;;;;
108253104;7;BI;;;;;;;;;;;
108329488;7;BI;;;;;;;;;;;
107764598;7;BI;;;;;;;;;;;
105676756;7;BI;;;;;;;;;;;
106668463;7;BI;;;;;;;;;;;
103766979;7;BI;;;;;;;;;;;
105280097;7;BI;;;;;;;;;;;
105561754;7;BI;;;;;;;;;;;
107505126;7;BI;;;;;;;;;;;
107698323;7;BI;;;;;;;;;;;
107394855;7;BI;;;;;;;;;;;
106940775;7;BI;;;;;;;;;;;
104042672;7;BI;;;;;;;;;;;
104731222;7;BI;;;;;;;;;;;
104176806;7;BI;;;;;;;;;;;
104300078;7;BI;;;;;;;;;;;
108002721;7;BI;;;;;;;;;;;
109482565;7;BI;;;;;;;;;;;
104891998;7;BI;;;;;;;;;;;
104892072;7;BI;;;;;;;;;;;
108930645;7;BI;;;;;;;;;;;
108651452;7;BI;;;;;;;;;;;
105444464;7;BI;;;;;;;;;;;
107834570;7;BI;;;;;;;;;;;
105025100;7;BI;;;;;;;;;;;
105025046;7;BI;;;;;;;;;;;
103707530;7;TR;;;;;;;;;;;
104810041;7;BI;;;;;;;;;;;
106250841;7;BI;;;;;;;;;;;
106330136;7;BI;;;;;;;;;;;
106052306;7;BI;;;;;;;;;;;
106331884;7;BI;;;;;;;;;;;
104938250;7;BI;;;;;;;;;;;
106512935;7;BI;;;;;;;;;;;
104881674;7;BI;;;;;;;;;;;
106668730;7;BI;;;;;;;;;;;
104530880;7;BI;;;;;;;;;;;
107055309;7;BI;;;;;;;;;;;
107184389;7;BI;;;;;;;;;;;
106633473;7;BI;;;;;;;;;;;
104319305;7;BI;;;;;;;;;;;
106895877;7;BI;;;;;;;;;;;
106157230;7;BI;;;;;;;;;;;
105896799;7;BI;;;;;;;;;;;
104984619;7;BI;;;;;;;;;;;
104906782;7;BI;;;;;;;;;;;
103614168;7;BI;;;;;;;;;;;
105259381;7;BI;;;;;;;;;;;
112206689;7;MO;;;;;;;;;;;
105301051;7;BI;;;;;;;;;;;
103789960;7;BI;;;;;;;;;;;
104164972;7;BI;;;;;;;;;;;
105984922;7;BI;;;;;;;;;;;
105994839;7;BI;;;;;;;;;;;
101218400;7;BI;;;;;;;;;;;
98624520;7;BI;;;;;;;;;;;
102716323;7;BI;;;;;;;;;;;
101934181;7;BI;;;;;;;;;;;
101351526;7;BI;;;;;;;;;;;
111268915;7;BI;;;;;;;;;;;
112205151;7;BI;;;;;;;;;;;
110297148;7;BI;;;;;;;;;;;
111853087;7;BI;;;;;;;;;;;
110563336;7;BI;;;;;;;;;;;
105305278;7;BI;;;;;;;;;;;
107123363;7;BI;;;;;;;;;;;
107123215;7;BI;;;;;;;;;;;
102060827;7;BI;;;;;;;;;;;
101139268;7;BI;;;;;;;;;;;
102344361;7;BI;;;;;;;;;;;
101057679;7;BI;;;;;;;;;;;
109115767;7;BI;;;;;;;;;;;
107123827;7;BI;;;;;;;;;;;
104731095;7;BI;;;;;;;;;;;
102065918;7;BI;;;;;;;;;;;
101233604;7;BI;;;;;;;;;;;
104281626;7;BI;;;;;;;;;;;
104435399;7;BI;;;;;;;;;;;
105685585;7;BI;;;;;;;;;;;
106941704;7;BI;;;;;;;;;;;
108012069;7;BI;;;;;;;;;;;
108012050;7;BI;;;;;;;;;;;
104363150;7;BI;;;;;;;;;;;
104305240;7;BI;;;;;;;;;;;
104284943;7;BI;;;;;;;;;;;
104400137;7;BI;;;;;;;;;;;
106915398;7;BI;;;;;;;;;;;
107413353;7;BI;;;;;;;;;;;
104362936;7;BI;;;;;;;;;;;
104274190;7;BI;;;;;;;;;;;
107609215;7;BI;;;;;;;;;;;
107749548;7;BI;;;;;;;;;;;
104304448;7;BI;;;;;;;;;;;
104495359;7;BI;;;;;;;;;;;
104415983;7;BI;;;;;;;;;;;
104282444;7;BI;;;;;;;;;;;
106531972;7;BI;;;;;;;;;;;
106039954;7;BI;;;;;;;;;;;
106713795;7;BI;;;;;;;;;;;
104477261;7;BI;;;;;;;;;;;
107783886;7;BI;;;;;;;;;;;
104277505;7;BI;;;;;;;;;;;
104284315;7;BI;;;;;;;;;;;
104278226;7;BI;;;;;;;;;;;
104294922;7;BI;;;;;;;;;;;
104521783;7;BI;;;;;;;;;;;
104237597;7;BI;;;;;;;;;;;
109732278;7;BI;;;;;;;;;;;
111206138;7;BI;;;;;;;;;;;
110829964;7;BI;;;;;;;;;;;
95913440;7;BI;;;;;;;;;;;
111215013;7;TR;;;;;;;;;;;
103478833;7;BI;;;;;;;;;;;
103370846;7;BI;;;;;;;;;;;
102548293;7;BI;;;;;;;;;;;
101946066;7;BI;;;;;;;;;;;
101886020;7;BI;;;;;;;;;;;
102246904;7;BI;;;;;;;;;;;
102388091;7;BI;;;;;;;;;;;
103960694;7;BI;;;;;;;;;;;
100726801;7;BI;;;;;;;;;;;
100668127;7;BI;;;;;;;;;;;
96307390;7;BI;;;;;;;;;;;
104085010;7;BI;;;;;;;;;;;
104324430;7;MO;;;;;;;;;;;
105815314;7;BI;;;;;;;;;;;
101720408;7;MO;;;;;;;;;;;
103569375;7;MO;;;;;;;;;;;
97598461;7;BI;;;;;;;;;;;
109048890;7;BI;;;;;;;;;;;
106441515;7;BI;;;;;;;;;;;
103519700;7;TR;;;;;;;;;;;
112253865;7;BI;;;;;;;;;;;
97261742;7;TR;;;;;;;;;;;
104090650;7;BI;;;;;;;;;;;
105076309;7;BI;;;;;;;;;;;
109546237;7;BI;;;;;;;;;;;
100118569;7;BI;;;;;;;;;;;
97421049;7;BI;;;;;;;;;;;
101369743;7;BI;;;;;;;;;;;
101899726;7;BI;;;;;;;;;;;
96740760;7;BI;;;;;;;;;;;
100219446;7;BI;;;;;;;;;;;
98611640;7;BI;;;;;;;;;;;
104017740;7;BI;;;;;;;;;;;
103125531;7;BI;;;;;;;;;;;
107008947;7;MO;;;;;;;;;;;
105952133;7;MO;;;;;;;;;;;
96946571;7;BI;;;;;;;;;;;
99670445;7;BI;;;;;;;;;;;
96369728;7;BI;;;;;;;;;;;
97991821;7;BI;;;;;;;;;;;
111077427;7;BI;;;;;;;;;;;
109240561;7;BI;;;;;;;;;;;
111077370;7;BI;;;;;;;;;;;
97660604;7;BI;;;;;;;;;;;
108301133;7;BI;;;;;;;;;;;
108301150;7;BI;;;;;;;;;;;
103533095;7;MO;;;;;;;;;;;
104161957;7;MO;;;;;;;;;;;
107935414;7;BI;;;;;;;;;;;
107932660;7;BI;;;;;;;;;;;
96360038;7;MO;;;;;;;;;;;
97182184;7;MO;;;;;;;;;;;
108652483;7;BI;;;;;;;;;;;
107014270;7;BI;;;;;;;;;;;
102048487;7;BI;;;;;;;;;;;
100162584;7;BI;;;;;;;;;;;
96957620;7;BI;;;;;;;;;;;
99870754;7;BI;;;;;;;;;;;
110480171;7;BI;;;;;;;;;;;
110371631;7;BI;;;;;;;;;;;
101861664;7;BI;;;;;;;;;;;
100142079;7;BI;;;;;;;;;;;
101986599;7;BI;;;;;;;;;;;
101889224;7;BI;;;;;;;;;;;
101252811;7;BI;;;;;;;;;;;
101128711;7;BI;;;;;;;;;;;
101135866;7;BI;;;;;;;;;;;
106121073;7;BI;;;;;;;;;;;
107629208;7;BI;;;;;;;;;;;
96987006;7;BI;;;;;;;;;;;
103104097;7;BI;;;;;;;;;;;
98760262;7;MO;;;;;;;;;;;
94634670;7;MO;;;;;;;;;;;
102033137;7;MO;;;;;;;;;;;
104222182;7;TR;;;;;;;;;;;
98159038;7;MO;;;;;;;;;;;
108586391;7;MO;;;;;;;;;;;
102963746;7;BI;;;;;;;;;;;
101495412;7;BI;;;;;;;;;;;
104925949;7;BI;;;;;;;;;;;
104378280;7;BI;;;;;;;;;;;
104286911;7;BI;;;;;;;;;;;
103412565;7;BI;;;;;;;;;;;
105796743;7;BI;;;;;;;;;;;
105796824;7;BI;;;;;;;;;;;
105105406;7;BI;;;;;;;;;;;
105004251;7;BI;;;;;;;;;;;
101962770;7;BI;;;;;;;;;;;
104729783;7;BI;;;;;;;;;;;
108055256;7;BI;;;;;;;;;;;
106952781;7;BI;;;;;;;;;;;
105886351;7;BI;;;;;;;;;;;
105858617;7;BI;;;;;;;;;;;
109817974;7;BI;;;;;;;;;;;
109767195;7;BI;;;;;;;;;;;
105730793;7;BI;;;;;;;;;;;
108519716;7;BI;;;;;;;;;;;
110827767;7;BI;;;;;;;;;;;
109547845;7;BI;;;;;;;;;;;
103290990;7;TR;;;;;;;;;;;
101450605;7;BI;;;;;;;;;;;
101686943;7;BI;;;;;;;;;;;
101471998;7;BI;;;;;;;;;;;
96615230;7;BI;;;;;;;;;;;
110384040;7;BI;;;;;;;;;;;
107810719;7;BI;;;;;;;;;;;
105349119;7;BI;;;;;;;;;;;
104144521;7;BI;;;;;;;;;;;
98694170;7;BI;;;;;;;;;;;
98565265;7;BI;;;;;;;;;;;
98567519;7;BI;;;;;;;;;;;
98692321;7;BI;;;;;;;;;;;
93342802;7;BI;;;;;;;;;;;
98561260;7;BI;;;;;;;;;;;
96952091;7;BI;;;;;;;;;;;
98142585;7;BI;;;;;;;;;;;
98131842;7;BI;;;;;;;;;;;
101780354;7;BI;;;;;;;;;;;
100961479;7;BI;;;;;;;;;;;
101020996;7;BI;;;;;;;;;;;
100828655;7;BI;;;;;;;;;;;
101034504;7;BI;;;;;;;;;;;
100900739;7;BI;;;;;;;;;;;
101873395;7;BI;;;;;;;;;;;
98650068;7;BI;;;;;;;;;;;
95334050;7;TR;;;;;;;;;;;
103164790;7;BI;;;;;;;;;;;
105549789;7;BI;;;;;;;;;;;
105560421;7;BI;;;;;;;;;;;
106965484;7;BI;;;;;;;;;;;
98074903;7;BI;;;;;;;;;;;
107074010;7;BI;;;;;;;;;;;
102374759;7;BI;;;;;;;;;;;
108247945;7;BI;;;;;;;;;;;
96267186;7;BI;;;;;;;;;;;
108447219;7;BI;;;;;;;;;;;
109298055;7;BI;;;;;;;;;;;
102963797;7;BI;;;;;;;;;;;
101939744;7;BI;;;;;;;;;;;
110659023;7;BI;;;;;;;;;;;
110258525;7;BI;;;;;;;;;;;
103208046;7;BI;;;;;;;;;;;
101906196;7;BI;;;;;;;;;;;
104455764;7;BI;;;;;;;;;;;
105071269;7;BI;;;;;;;;;;;
105362573;7;BI;;;;;;;;;;;
106857835;7;BI;;;;;;;;;;;
102207364;7;MO;;;;;;;;;;;
105457051;7;MO;;;;;;;;;;;
106665464;7;BI;;;;;;;;;;;
103198210;7;BI;;;;;;;;;;;
103453288;7;BI;;;;;;;;;;;
101810920;7;BI;;;;;;;;;;;
103657835;7;BI;;;;;;;;;;;
105031534;7;BI;;;;;;;;;;;
107239612;7;BI;;;;;;;;;;;
101049897;7;BI;;;;;;;;;;;
100692354;7;BI;;;;;;;;;;;
98571842;7;BI;;;;;;;;;;;
102347891;7;BI;;;;;;;;;;;
100438008;7;MO;;;;;;;;;;;
93071396;7;BI;;;;;;;;;;;
103460500;7;BI;;;;;;;;;;;
104338849;7;BI;;;;;;;;;;;
104092530;7;BI;;;;;;;;;;;
104123362;7;BI;;;;;;;;;;;
104160870;7;BI;;;;;;;;;;;
101528876;7;BI;;;;;;;;;;;
103732497;7;BI;;;;;;;;;;;
103640681;7;BI;;;;;;;;;;;
103601007;7;BI;;;;;;;;;;;
103796380;7;BI;;;;;;;;;;;
103963626;7;BI;;;;;;;;;;;
103944524;7;BI;;;;;;;;;;;
95871314;7;BI;;;;;;;;;;;
103901116;7;BI;;;;;;;;;;;
105152773;7;BI;;;;;;;;;;;
106070614;7;BI;;;;;;;;;;;
107246538;7;BI;;;;;;;;;;;
97648124;7;BI;;;;;;;;;;;
107220750;7;BI;;;;;;;;;;;
105030031;7;BI;;;;;;;;;;;
106315099;7;BI;;;;;;;;;;;
107541793;7;BI;;;;;;;;;;;
108911578;7;BI;;;;;;;;;;;
111325064;7;BI;;;;;;;;;;;
104022337;7;BI;;;;;;;;;;;
101394756;7;BI;;;;;;;;;;;
101394772;7;BI;;;;;;;;;;;
104305835;7;BI;;;;;;;;;;;
107237911;7;BI;;;;;;;;;;;
96524910;7;MO;;;;;;;;;;;
107318814;7;MO;;;;;;;;;;;
108034283;7;BI;;;;;;;;;;;
100104541;7;MO;;;;;;;;;;;
100956700;7;MO;;;;;;;;;;;
99819147;7;BI;;;;;;;;;;;
103188495;7;BI;;;;;;;;;;;
102625069;7;BI;;;;;;;;;;;
101520441;7;BI;;;;;;;;;;;
102770700;7;BI;;;;;;;;;;;
102542791;7;BI;;;;;;;;;;;
103772057;7;BI;;;;;;;;;;;
106132334;7;BI;;;;;;;;;;;
105168831;7;BI;;;;;;;;;;;
105505366;7;BI;;;;;;;;;;;
104833548;7;BI;;;;;;;;;;;
111059780;7;BI;;;;;;;;;;;
109987632;7;BI;;;;;;;;;;;
104833491;7;BI;;;;;;;;;;;
98257560;7;BI;;;;;;;;;;;
93017138;7;BI;;;;;;;;;;;
100263402;7;BI;;;;;;;;;;;
93111401;7;BI;;;;;;;;;;;
100143067;7;BI;;;;;;;;;;;
100184812;7;BI;;;;;;;;;;;
100384730;7;BI;;;;;;;;;;;
100141188;7;BI;;;;;;;;;;;
112531580;7;TR;;;;;;;;;;;
96696273;7;TR;;;;;;;;;;;
104894571;7;TR;;;;;;;;;;;
100858910;7;BI;;;;;;;;;;;
101617666;7;BI;;;;;;;;;;;
102554919;7;BI;;;;;;;;;;;
102201544;7;BI;;;;;;;;;;;
100963641;7;BI;;;;;;;;;;;
102411557;7;BI;;;;;;;;;;;
110119223;7;BI;;;;;;;;;;;
110130332;7;BI;;;;;;;;;;;
112271774;7;BI;;;;;;;;;;;
112383351;7;BI;;;;;;;;;;;
112463622;7;BI;;;;;;;;;;;
111534747;7;BI;;;;;;;;;;;
112417531;7;BI;;;;;;;;;;;
111533295;7;TR;;;;;;;;;;;
110763840;7;BI;;;;;;;;;;;
111529719;7;BI;;;;;;;;;;;
111620880;7;BI;;;;;;;;;;;
112223036;7;BI;;;;;;;;;;;
111641055;7;BI;;;;;;;;;;;
111968488;7;BI;;;;;;;;;;;
111868025;7;BI;;;;;;;;;;;
107301288;7;BI;;;;;;;;;;;
108239039;7;BI;;;;;;;;;;;
94554323;7;BI;;;;;;;;;;;
98037013;7;BI;;;;;;;;;;;
101082649;7;BI;;;;;;;;;;;
107604086;7;BI;;;;;;;;;;;
107604043;7;BI;;;;;;;;;;;
109956540;7;BI;;;;;;;;;;;
110895606;7;BI;;;;;;;;;;;
101454864;7;BI;;;;;;;;;;;
105912697;7;BI;;;;;;;;;;;
102585709;7;BI;;;;;;;;;;;
100222196;7;BI;;;;;;;;;;;
97919721;7;BI;;;;;;;;;;;
95537341;7;BI;;;;;;;;;;;
99709546;7;MO;;;;;;;;;;;
102929963;7;TR;;;;;;;;;;;
105303240;7;BI;;;;;;;;;;;
104511125;7;BI;;;;;;;;;;;
105067520;7;BI;;;;;;;;;;;
108157520;7;BI;;;;;;;;;;;
110387236;7;BI;;;;;;;;;;;
105898961;7;BI;;;;;;;;;;;
106213849;7;BI;;;;;;;;;;;
109956680;7;BI;;;;;;;;;;;
106935046;7;BI;;;;;;;;;;;
106334360;7;BI;;;;;;;;;;;
106057847;7;BI;;;;;;;;;;;
105862347;7;BI;;;;;;;;;;;
105855430;7;BI;;;;;;;;;;;
105826588;7;BI;;;;;;;;;;;
106472844;7;BI;;;;;;;;;;;
107488914;7;BI;;;;;;;;;;;
103664394;7;TR;;;;;;;;;;;
105842818;7;BI;;;;;;;;;;;
105838101;7;BI;;;;;;;;;;;
106271040;7;BI;;;;;;;;;;;
106159780;7;BI;;;;;;;;;;;
106031341;7;BI;;;;;;;;;;;
95118756;7;MO;;;;;;;;;;;
102586330;7;BI;;;;;;;;;;;
107514095;7;BI;;;;;;;;;;;
111544556;7;BI;;;;;;;;;;;
111523354;7;BI;;;;;;;;;;;
109617622;7;BI;;;;;;;;;;;
105603236;7;BI;;;;;;;;;;;
96454113;7;BI;;;;;;;;;;;
110228928;7;TR;;;;;;;;;;;
105116165;7;BI;;;;;;;;;;;
106298267;7;BI;;;;;;;;;;;
98017993;7;BI;;;;;;;;;;;
98017950;7;BI;;;;;;;;;;;
106167081;7;BI;;;;;;;;;;;
101801530;7;BI;;;;;;;;;;;
95920773;7;BI;;;;;;;;;;;
94947368;7;BI;;;;;;;;;;;
106287443;7;BI;;;;;;;;;;;
107899159;7;BI;;;;;;;;;;;
108390217;7;BI;;;;;;;;;;;
111316600;7;BI;;;;;;;;;;;
110650212;7;BI;;;;;;;;;;;
109434242;7;BI;;;;;;;;;;;
103355758;7;BI;;;;;;;;;;;
101815310;7;BI;;;;;;;;;;;
101651279;7;BI;;;;;;;;;;;
100911463;7;BI;;;;;;;;;;;
100750630;7;BI;;;;;;;;;;;
100430651;7;BI;;;;;;;;;;;
97982105;7;BI;;;;;;;;;;;
106600486;7;BI;;;;;;;;;;;
96190957;7;TR;;;;;;;;;;;
112541380;7;BI;;;;;;;;;;;
102000972;7;BI;;;;;;;;;;;
101404506;7;BI;;;;;;;;;;;
101583303;7;BI;;;;;;;;;;;
100382649;7;BI;;;;;;;;;;;
96757353;7;MR;;;;;;;;;;;
105794147;7;BI;;;;;;;;;;;
105937541;7;BI;;;;;;;;;;;
107725665;7;BI;;;;;;;;;;;
106175157;7;BI;;;;;;;;;;;
107228882;7;BI;;;;;;;;;;;
102771375;7;BI;;;;;;;;;;;
104901454;7;MO;;;;;;;;;;;
104010495;7;MO;;;;;;;;;;;
105473340;7;MO;;;;;;;;;;;
8357102;7;MO;;;;;;;;;;;
66657415;7;MO;;;;;;;;;;;
68261004;7;MO;;;;;;;;;;;
68091591;7;MO;;;;;;;;;;;
68461933;7;MO;;;;;;;;;;;
68091630;7;MO;;;;;;;;;;;
90502795;7;MO;;;;;;;;;;;
68261110;7;MO;;;;;;;;;;;
66657210;7;MO;;;;;;;;;;;
75033003;7;MO;;;;;;;;;;;
68462077;7;MO;;;;;;;;;;;
68314043;7;MO;;;;;;;;;;;
68314116;7;MO;;;;;;;;;;;
31396925;7;MO;;;;;;;;;;;
80256104;7;MO;;;;;;;;;;;
68356927;7;MO;;;;;;;;;;;
88563120;7;BI;;;;;;;;;;;
90314468;7;MO;;;;;;;;;;;
73338117;7;TR;;;;;;;;;;;
8357137;7;MO;;;;;;;;;;;
8357153;7;MO;;;;;;;;;;;
87388545;7;TR;;;;;;;;;;;
8357170;7;MO;;;;;;;;;;;
88565564;7;BI;;;;;;;;;;;
8357196;7;MO;;;;;;;;;;;
98760157;7;MO;;;;;;;;;;;
8357218;7;TR;;;;;;;;;;;
110178556;7;TR;;;;;;;;;;;
109448081;7;TR;;;;;;;;;;;
109114590;7;BI;;;;;;;;;;;
97466670;7;BI;;;;;;;;;;;
95055037;7;BI;;;;;;;;;;;
101040555;7;TR;;;;;;;;;;;
95739181;7;MO;;;;;;;;;;;
97394564;7;BI;;;;;;;;;;;
100771777;7;BI;;;;;;;;;;;
100771726;7;BI;;;;;;;;;;;
97769100;7;BI;;;;;;;;;;;
93476604;7;TR;;;;;;;;;;;
92670091;7;BI;;;;;;;;;;;
94712263;7;BI;;;;;;;;;;;
98708635;7;MO;;;;;;;;;;;
94119783;7;MO;;;;;;;;;;;
94119848;7;MO;;;;;;;;;;;
99212048;7;BI;;;;;;;;;;;
104804238;7;BI;;;;;;;;;;;
108205630;7;BI;;;;;;;;;;;
107338203;7;BI;;;;;;;;;;;
107103958;7;BI;;;;;;;;;;;
108395014;7;BI;;;;;;;;;;;
95740082;7;BI;;;;;;;;;;;
104971126;7;BI;;;;;;;;;;;
101643250;7;BI;;;;;;;;;;;
97743836;7;BI;;;;;;;;;;;
94727252;7;MO;;;;;;;;;;;
93711000;7;MO;;;;;;;;;;;
96971495;7;BI;;;;;;;;;;;
97130257;7;BI;;;;;;;;;;;
98582763;7;BI;;;;;;;;;;;
95910620;7;BI;;;;;;;;;;;
94283303;7;BI;;;;;;;;;;;
97589489;7;BI;;;;;;;;;;;
107201500;7;TR;;;;;;;;;;;
96411252;7;BI;;;;;;;;;;;
108064000;7;TR;;;;;;;;;;;
92514634;7;BI;;;;;;;;;;;
94099758;7;BI;;;;;;;;;;;
94484090;7;MO;;;;;;;;;;;
106051237;7;BI;;;;;;;;;;;
98410393;7;BI;;;;;;;;;;;
109944070;7;BI;;;;;;;;;;;
108852342;7;BI;;;;;;;;;;;
95464239;7;BI;;;;;;;;;;;
95464255;7;BI;;;;;;;;;;;
93713142;7;BI;;;;;;;;;;;
96699272;7;BI;;;;;;;;;;;
93645414;7;MO;;;;;;;;;;;
95654402;7;BI;;;;;;;;;;;
98200399;7;BI;;;;;;;;;;;
99089645;7;TR;;;;;;;;;;;
93682727;7;TR;;;;;;;;;;;
