
UC;ETAPA;Ligação_Tipo Fase;Início Fat-Outubro;Final Fat-Outubro;Início Fat-Novembro;Final Fat-Novembro;Início Fat-Dezembro;Final Fat-Dezembro;Início Fat-Janeiro;Final Fat-Janeiro;Início Fat-Janeiro_27;Final Fat-Janeiro_28;
109454430;8;BI;;;;;;;;;;;
109454278;8;BI;;;;;;;;;;;
106839187;8;BI;;;;;;;;;;;
109454510;8;BI;;;;;;;;;;;
100370950;8;BI;;;;;;;;;;;
100371019;8;BI;;;;;;;;;;;
100371086;8;BI;;;;;;;;;;;
108629422;8;BI;;;;;;;;;;;
104024992;8;BI;;;;;;;;;;;
8306800;8;BI;;;;;;;;;;;
78793637;8;BI;;;;;;;;;;;
102199841;8;BI;;;;;;;;;;;
8306826;8;BI;;;;;;;;;;;
101904401;8;BI;;;;;;;;;;;
102650918;8;BI;;;;;;;;;;;
108211584;8;BI;;;;;;;;;;;
102523428;8;BI;;;;;;;;;;;
105381322;8;BI;;;;;;;;;;;
110470842;8;BI;;;;;;;;;;;
89617797;8;BI;;;;;;;;;;;
39975215;8;TR;;;;;;;;;;;
82268720;8;BI;;;;;;;;;;;
50330063;8;TR;;;;;;;;;;;
52597857;8;BI;;;;;;;;;;;
61645826;8;BI;;;;;;;;;;;
86736515;8;BI;;;;;;;;;;;
86400983;8;BI;;;;;;;;;;;
8306869;8;MO;;;;;;;;;;;
8306877;8;MO;;;;;;;;;;;
8306885;8;MO;;;;;;;;;;;
82442657;8;TR;;;;;;;;;;;
93023340;8;TR;;;;;;;;;;;
93391153;8;BI;;;;;;;;;;;
93484542;8;BI;;;;;;;;;;;
93023324;8;BI;;;;;;;;;;;
93669950;8;TR;;;;;;;;;;;
94004510;8;BI;;;;;;;;;;;
93633610;8;BI;;;;;;;;;;;
93560478;8;BI;;;;;;;;;;;
93353022;8;BI;;;;;;;;;;;
93023332;8;BI;;;;;;;;;;;
93470800;8;BI;;;;;;;;;;;
93437781;8;BI;;;;;;;;;;;
93514417;8;BI;;;;;;;;;;;
62586084;8;MO;;;;;;;;;;;
27382087;8;MO;;;;;;;;;;;
90442750;8;MO;;;;;;;;;;;
58270272;8;MO;;;;;;;;;;;
75491150;8;TR;;;;;;;;;;;
8306974;8;BI;;;;;;;;;;;
83049410;8;BI;;;;;;;;;;;
84662980;8;MO;;;;;;;;;;;
8307121;8;TR;;;;;;;;;;;
93099851;8;BI;;;;;;;;;;;
91114985;8;MO;;;;;;;;;;;
26537877;8;MO;;;;;;;;;;;
72104724;8;MO;;;;;;;;;;;
45765944;8;MO;;;;;;;;;;;
86752898;8;TR;;;;;;;;;;;
79903797;8;BI;;;;;;;;;;;
89517970;8;MO;;;;;;;;;;;
50811924;8;MO;;;;;;;;;;;
73695866;8;BI;;;;;;;;;;;
8307032;8;BI;;;;;;;;;;;
49404091;8;MO;;;;;;;;;;;
8307024;8;BI;;;;;;;;;;;
8306990;8;TR;;;;;;;;;;;
8302812;8;TR;;;;;;;;;;;
8302820;8;TR;;;;;;;;;;;
8302847;8;TR;;;;;;;;;;;
47548606;8;MO;;;;;;;;;;;
50884999;8;TR;;;;;;;;;;;
88191559;8;TR;;;;;;;;;;;
8302871;8;MO;;;;;;;;;;;
57882738;8;BI;;;;;;;;;;;
70566607;8;MO;;;;;;;;;;;
8302901;8;BI;;;;;;;;;;;
8302910;8;MO;;;;;;;;;;;
20494220;8;MO;;;;;;;;;;;
41021851;8;TR;;;;;;;;;;;
79069240;8;TR;;;;;;;;;;;
61234907;8;TR;;;;;;;;;;;
82113300;8;BI;;;;;;;;;;;
8302952;8;BI;;;;;;;;;;;
8302960;8;BI;;;;;;;;;;;
73622702;8;TR;;;;;;;;;;;
83343814;8;TR;;;;;;;;;;;
91165709;8;MO;;;;;;;;;;;
89553667;8;TR;;;;;;;;;;;
8303002;8;BI;;;;;;;;;;;
8303029;8;TR;;;;;;;;;;;
66982642;8;MO;;;;;;;;;;;
68611323;8;BI;;;;;;;;;;;
56885644;8;BI;;;;;;;;;;;
66871409;8;MO;;;;;;;;;;;
36031569;8;BI;;;;;;;;;;;
8303061;8;BI;;;;;;;;;;;
51603470;8;TR;;;;;;;;;;;
8303096;8;BI;;;;;;;;;;;
8303100;8;BI;;;;;;;;;;;
83790381;8;TR;;;;;;;;;;;
8303126;8;MO;;;;;;;;;;;
96099500;8;BI;;;;;;;;;;;
92794670;8;BI;;;;;;;;;;;
92794785;8;BI;;;;;;;;;;;
92794840;8;BI;;;;;;;;;;;
92794882;8;BI;;;;;;;;;;;
92794912;8;BI;;;;;;;;;;;
92299148;8;BI;;;;;;;;;;;
8303142;8;MO;;;;;;;;;;;
8303169;8;MO;;;;;;;;;;;
52547876;8;MO;;;;;;;;;;;
82157936;8;MO;;;;;;;;;;;
83621857;8;MO;;;;;;;;;;;
85798606;8;MO;;;;;;;;;;;
87913216;8;MO;;;;;;;;;;;
111498988;8;BI;;;;;;;;;;;
8303207;8;BI;;;;;;;;;;;
111499038;8;BI;;;;;;;;;;;
62346121;8;MO;;;;;;;;;;;
88225410;8;MO;;;;;;;;;;;
90797086;8;MO;;;;;;;;;;;
81779631;8;MO;;;;;;;;;;;
71277366;8;MO;;;;;;;;;;;
8303223;8;MO;;;;;;;;;;;
8303240;8;TR;;;;;;;;;;;
8303258;8;MO;;;;;;;;;;;
8303266;8;MO;;;;;;;;;;;
67820107;8;MO;;;;;;;;;;;
8303290;8;BI;;;;;;;;;;;
8303304;8;MO;;;;;;;;;;;
46839313;8;MO;;;;;;;;;;;
8303312;8;TR;;;;;;;;;;;
74382985;8;MO;;;;;;;;;;;
75206765;8;MO;;;;;;;;;;;
50938452;8;MO;;;;;;;;;;;
89561520;8;MO;;;;;;;;;;;
82274517;8;MO;;;;;;;;;;;
102746508;8;BI;;;;;;;;;;;
75367491;8;BI;;;;;;;;;;;
54919010;8;BI;;;;;;;;;;;
37152467;8;TR;;;;;;;;;;;
8303363;8;BI;;;;;;;;;;;
43741827;8;MO;;;;;;;;;;;
92140661;8;BI;;;;;;;;;;;
92140980;8;BI;;;;;;;;;;;
43741843;8;MO;;;;;;;;;;;
92140734;8;BI;;;;;;;;;;;
92140831;8;BI;;;;;;;;;;;
92140904;8;BI;;;;;;;;;;;
74006266;8;TR;;;;;;;;;;;
81609027;8;BI;;;;;;;;;;;
87816350;8;TR;;;;;;;;;;;
49874519;8;TR;;;;;;;;;;;
94567794;8;BI;;;;;;;;;;;
75507552;8;BI;;;;;;;;;;;
108158560;8;BI;;;;;;;;;;;
49874772;8;BI;;;;;;;;;;;
82025746;8;MO;;;;;;;;;;;
85408018;8;MO;;;;;;;;;;;
56474423;8;MO;;;;;;;;;;;
23125675;8;MO;;;;;;;;;;;
84931000;8;MO;;;;;;;;;;;
89546350;8;MO;;;;;;;;;;;
8303444;8;BI;;;;;;;;;;;
8303479;8;BI;;;;;;;;;;;
8303487;8;BI;;;;;;;;;;;
8303088;8;TR;;;;;;;;;;;
82545405;8;MO;;;;;;;;;;;
82238189;8;MO;;;;;;;;;;;
68257244;8;MO;;;;;;;;;;;
25582780;8;MO;;;;;;;;;;;
80304133;8;TR;;;;;;;;;;;
8303541;8;TR;;;;;;;;;;;
55930700;8;MO;;;;;;;;;;;
8303525;8;MO;;;;;;;;;;;
102002347;8;BI;;;;;;;;;;;
71515453;8;BI;;;;;;;;;;;
8303576;8;TR;;;;;;;;;;;
8303584;8;MO;;;;;;;;;;;
110584210;8;TR;;;;;;;;;;;
92446892;8;BI;;;;;;;;;;;
8303614;8;TR;;;;;;;;;;;
69857865;8;TR;;;;;;;;;;;
111298229;8;BI;;;;;;;;;;;
88225925;8;TR;;;;;;;;;;;
90193903;8;TR;;;;;;;;;;;
72842768;8;TR;;;;;;;;;;;
58643583;8;TR;;;;;;;;;;;
69200467;8;BI;;;;;;;;;;;
8303665;8;TR;;;;;;;;;;;
22777393;8;TR;;;;;;;;;;;
48986780;8;BI;;;;;;;;;;;
48986470;8;TR;;;;;;;;;;;
32189036;8;TR;;;;;;;;;;;
48986275;8;TR;;;;;;;;;;;
48991562;8;TR;;;;;;;;;;;
8303703;8;TR;;;;;;;;;;;
69507007;8;TR;;;;;;;;;;;
68409915;8;MO;;;;;;;;;;;
60623012;8;MO;;;;;;;;;;;
70874760;8;MO;;;;;;;;;;;
20494238;8;TR;;;;;;;;;;;
8303770;8;BI;;;;;;;;;;;
8303789;8;BI;;;;;;;;;;;
49521659;8;TR;;;;;;;;;;;
73994995;8;BI;;;;;;;;;;;
81938055;8;TR;;;;;;;;;;;
8303827;8;BI;;;;;;;;;;;
87107848;8;BI;;;;;;;;;;;
90238850;8;BI;;;;;;;;;;;
67209912;8;BI;;;;;;;;;;;
83153004;8;BI;;;;;;;;;;;
84126876;8;BI;;;;;;;;;;;
90239024;8;BI;;;;;;;;;;;
88632237;8;BI;;;;;;;;;;;
79069401;8;BI;;;;;;;;;;;
63961857;8;BI;;;;;;;;;;;
64052117;8;BI;;;;;;;;;;;
85789925;8;BI;;;;;;;;;;;
88628990;8;BI;;;;;;;;;;;
64051978;8;TR;;;;;;;;;;;
88653943;8;BI;;;;;;;;;;;
90107950;8;BI;;;;;;;;;;;
73695556;8;BI;;;;;;;;;;;
63213168;8;BI;;;;;;;;;;;
63213567;8;TR;;;;;;;;;;;
82636745;8;TR;;;;;;;;;;;
89189906;8;TR;;;;;;;;;;;
82030928;8;BI;;;;;;;;;;;
76748740;8;BI;;;;;;;;;;;
86855557;8;BI;;;;;;;;;;;
90330463;8;BI;;;;;;;;;;;
79939481;8;MO;;;;;;;;;;;
8303843;8;BI;;;;;;;;;;;
39310337;8;MO;;;;;;;;;;;
99344408;8;BI;;;;;;;;;;;
70310637;8;BI;;;;;;;;;;;
70310815;8;BI;;;;;;;;;;;
54454794;8;MO;;;;;;;;;;;
54454972;8;BI;;;;;;;;;;;
86828088;8;BI;;;;;;;;;;;
71001115;8;BI;;;;;;;;;;;
89408896;8;BI;;;;;;;;;;;
8303894;8;TR;;;;;;;;;;;
23340550;8;BI;;;;;;;;;;;
8303916;8;MO;;;;;;;;;;;
21812152;8;TR;;;;;;;;;;;
96787350;8;BI;;;;;;;;;;;
8303924;8;MO;;;;;;;;;;;
8303932;8;MO;;;;;;;;;;;
53631145;8;MO;;;;;;;;;;;
8303959;8;MO;;;;;;;;;;;
8303967;8;MO;;;;;;;;;;;
8303975;8;BI;;;;;;;;;;;
34099557;8;MO;;;;;;;;;;;
29563470;8;BI;;;;;;;;;;;
96236060;8;BI;;;;;;;;;;;
8303991;8;BI;;;;;;;;;;;
85286800;8;MO;;;;;;;;;;;
35016450;8;MO;;;;;;;;;;;
62096460;8;BI;;;;;;;;;;;
53266846;8;TR;;;;;;;;;;;
8304068;8;TR;;;;;;;;;;;
8304076;8;MO;;;;;;;;;;;
89729625;8;TR;;;;;;;;;;;
28934067;8;TR;;;;;;;;;;;
8304130;8;BI;;;;;;;;;;;
54578140;8;TR;;;;;;;;;;;
78272076;8;BI;;;;;;;;;;;
110171195;8;BI;;;;;;;;;;;
27944212;8;BI;;;;;;;;;;;
8304165;8;MO;;;;;;;;;;;
91559227;8;MO;;;;;;;;;;;
8304181;8;TR;;;;;;;;;;;
8304190;8;TR;;;;;;;;;;;
89539737;8;BI;;;;;;;;;;;
76517730;8;TR;;;;;;;;;;;
76360873;8;TR;;;;;;;;;;;
96066890;8;BI;;;;;;;;;;;
96027053;8;BI;;;;;;;;;;;
95788280;8;BI;;;;;;;;;;;
95807250;8;BI;;;;;;;;;;;
95945474;8;BI;;;;;;;;;;;
96269758;8;BI;;;;;;;;;;;
92465064;8;TR;;;;;;;;;;;
86661817;8;TR;;;;;;;;;;;
65453310;8;BI;;;;;;;;;;;
88605671;8;BI;;;;;;;;;;;
94146020;8;BI;;;;;;;;;;;
94147582;8;BI;;;;;;;;;;;
8304270;8;BI;;;;;;;;;;;
8304289;8;BI;;;;;;;;;;;
82776512;8;TR;;;;;;;;;;;
71014080;8;TR;;;;;;;;;;;
78275296;8;BI;;;;;;;;;;;
73201090;8;BI;;;;;;;;;;;
8304335;8;BI;;;;;;;;;;;
35332328;8;MO;;;;;;;;;;;
21109605;8;MO;;;;;;;;;;;
8304343;8;TR;;;;;;;;;;;
64280381;8;TR;;;;;;;;;;;
107783495;8;TR;;;;;;;;;;;
107939630;8;BI;;;;;;;;;;;
8304378;8;BI;;;;;;;;;;;
8304386;8;BI;;;;;;;;;;;
62801775;8;MO;;;;;;;;;;;
8304416;8;MO;;;;;;;;;;;
77664663;8;MO;;;;;;;;;;;
8304424;8;MO;;;;;;;;;;;
37442040;8;MO;;;;;;;;;;;
81120516;8;BI;;;;;;;;;;;
25966561;8;BI;;;;;;;;;;;
99211947;8;BI;;;;;;;;;;;
8304467;8;MO;;;;;;;;;;;
8304475;8;BI;;;;;;;;;;;
8304483;8;BI;;;;;;;;;;;
8304491;8;MO;;;;;;;;;;;
8304505;8;MO;;;;;;;;;;;
8304521;8;BI;;;;;;;;;;;
8304530;8;MO;;;;;;;;;;;
108200116;8;BI;;;;;;;;;;;
108219194;8;BI;;;;;;;;;;;
108183190;8;BI;;;;;;;;;;;
108256588;8;TR;;;;;;;;;;;
108173950;8;BI;;;;;;;;;;;
108256510;8;BI;;;;;;;;;;;
68892322;8;MO;;;;;;;;;;;
108160939;8;BI;;;;;;;;;;;
8304572;8;BI;;;;;;;;;;;
8304580;8;BI;;;;;;;;;;;
70362246;8;BI;;;;;;;;;;;
65428730;8;MO;;;;;;;;;;;
87714612;8;MO;;;;;;;;;;;
8304602;8;MO;;;;;;;;;;;
8304610;8;BI;;;;;;;;;;;
74914022;8;MO;;;;;;;;;;;
8304629;8;MO;;;;;;;;;;;
8304637;8;MO;;;;;;;;;;;
92447163;8;BI;;;;;;;;;;;
25396374;8;TR;;;;;;;;;;;
8304661;8;BI;;;;;;;;;;;
8304670;8;MO;;;;;;;;;;;
83432310;8;TR;;;;;;;;;;;
8304734;8;MO;;;;;;;;;;;
41340752;8;BI;;;;;;;;;;;
79287816;8;MO;;;;;;;;;;;
91070210;8;MO;;;;;;;;;;;
82581304;8;MO;;;;;;;;;;;
82365598;8;MO;;;;;;;;;;;
82522766;8;MO;;;;;;;;;;;
86039598;8;BI;;;;;;;;;;;
87676788;8;BI;;;;;;;;;;;
72572841;8;BI;;;;;;;;;;;
74477153;8;BI;;;;;;;;;;;
87310058;8;TR;;;;;;;;;;;
49557440;8;MO;;;;;;;;;;;
23945370;8;BI;;;;;;;;;;;
8304777;8;BI;;;;;;;;;;;
8304785;8;BI;;;;;;;;;;;
8304793;8;MO;;;;;;;;;;;
71233784;8;BI;;;;;;;;;;;
45438811;8;TR;;;;;;;;;;;
19380330;8;TR;;;;;;;;;;;
77874773;8;TR;;;;;;;;;;;
33879699;8;BI;;;;;;;;;;;
90998391;8;TR;;;;;;;;;;;
67039405;8;TR;;;;;;;;;;;
55751342;8;TR;;;;;;;;;;;
27181480;8;TR;;;;;;;;;;;
54938309;8;TR;;;;;;;;;;;
85160253;8;BI;;;;;;;;;;;
71767061;8;TR;;;;;;;;;;;
73251623;8;TR;;;;;;;;;;;
103648070;8;TR;;;;;;;;;;;
8321280;8;TR;;;;;;;;;;;
8321299;8;TR;;;;;;;;;;;
8321302;8;TR;;;;;;;;;;;
8321310;8;TR;;;;;;;;;;;
8321329;8;TR;;;;;;;;;;;
82958980;8;TR;;;;;;;;;;;
67029329;8;TR;;;;;;;;;;;
8321353;8;TR;;;;;;;;;;;
8321361;8;TR;;;;;;;;;;;
87493810;8;TR;;;;;;;;;;;
47814403;8;TR;;;;;;;;;;;
8321396;8;TR;;;;;;;;;;;
8321400;8;MO;;;;;;;;;;;
29300576;8;TR;;;;;;;;;;;
78560764;8;TR;;;;;;;;;;;
52148718;8;TR;;;;;;;;;;;
83935282;8;TR;;;;;;;;;;;
44367279;8;TR;;;;;;;;;;;
42383439;8;TR;;;;;;;;;;;
48598755;8;TR;;;;;;;;;;;
40258629;8;TR;;;;;;;;;;;
48032107;8;TR;;;;;;;;;;;
39810798;8;TR;;;;;;;;;;;
60880090;8;TR;;;;;;;;;;;
72852720;8;TR;;;;;;;;;;;
47284536;8;TR;;;;;;;;;;;
41028864;8;TR;;;;;;;;;;;
41028945;8;TR;;;;;;;;;;;
45718601;8;TR;;;;;;;;;;;
47127589;8;TR;;;;;;;;;;;
39810933;8;TR;;;;;;;;;;;
29711444;8;TR;;;;;;;;;;;
33834571;8;TR;;;;;;;;;;;
82591415;8;BI;;;;;;;;;;;
29765706;8;BI;;;;;;;;;;;
29877970;8;BI;;;;;;;;;;;
83225684;8;BI;;;;;;;;;;;
30021812;8;BI;;;;;;;;;;;
64755258;8;BI;;;;;;;;;;;
90893484;8;BI;;;;;;;;;;;
30124476;8;BI;;;;;;;;;;;
66573203;8;BI;;;;;;;;;;;
80525504;8;BI;;;;;;;;;;;
58652795;8;BI;;;;;;;;;;;
66351081;8;BI;;;;;;;;;;;
76331571;8;TR;;;;;;;;;;;
92996078;8;BI;;;;;;;;;;;
93236280;8;BI;;;;;;;;;;;
93213247;8;BI;;;;;;;;;;;
93363974;8;BI;;;;;;;;;;;
93334656;8;TR;;;;;;;;;;;
93202911;8;TR;;;;;;;;;;;
96794054;8;TR;;;;;;;;;;;
94938520;8;TR;;;;;;;;;;;
102707707;8;BI;;;;;;;;;;;
93149468;8;BI;;;;;;;;;;;
93220960;8;BI;;;;;;;;;;;
97804789;8;BI;;;;;;;;;;;
93484011;8;BI;;;;;;;;;;;
93173474;8;BI;;;;;;;;;;;
93193483;8;BI;;;;;;;;;;;
93311540;8;BI;;;;;;;;;;;
93196083;8;BI;;;;;;;;;;;
96714751;8;BI;;;;;;;;;;;
93429142;8;BI;;;;;;;;;;;
93246501;8;BI;;;;;;;;;;;
93114346;8;BI;;;;;;;;;;;
93568657;8;BI;;;;;;;;;;;
93392222;8;BI;;;;;;;;;;;
93149980;8;BI;;;;;;;;;;;
93114397;8;BI;;;;;;;;;;;
97011720;8;BI;;;;;;;;;;;
93225881;8;BI;;;;;;;;;;;
93423640;8;BI;;;;;;;;;;;
98193481;8;BI;;;;;;;;;;;
94037710;8;BI;;;;;;;;;;;
93299524;8;BI;;;;;;;;;;;
94552860;8;BI;;;;;;;;;;;
96859938;8;BI;;;;;;;;;;;
94670048;8;BI;;;;;;;;;;;
95163603;8;BI;;;;;;;;;;;
98583298;8;BI;;;;;;;;;;;
102211744;8;BI;;;;;;;;;;;
92997287;8;BI;;;;;;;;;;;
92936962;8;BI;;;;;;;;;;;
97626503;8;BI;;;;;;;;;;;
93520379;8;BI;;;;;;;;;;;
93468466;8;BI;;;;;;;;;;;
94117691;8;BI;;;;;;;;;;;
96874856;8;BI;;;;;;;;;;;
93610246;8;BI;;;;;;;;;;;
93052839;8;BI;;;;;;;;;;;
95292608;8;BI;;;;;;;;;;;
95291067;8;BI;;;;;;;;;;;
93859341;8;BI;;;;;;;;;;;
93333650;8;BI;;;;;;;;;;;
94236909;8;BI;;;;;;;;;;;
94877416;8;BI;;;;;;;;;;;
93182546;8;BI;;;;;;;;;;;
93174462;8;BI;;;;;;;;;;;
97658758;8;BI;;;;;;;;;;;
95329137;8;BI;;;;;;;;;;;
93960190;8;BI;;;;;;;;;;;
93960255;8;BI;;;;;;;;;;;
93872160;8;BI;;;;;;;;;;;
93143745;8;BI;;;;;;;;;;;
93246820;8;BI;;;;;;;;;;;
96527226;8;BI;;;;;;;;;;;
93679459;8;BI;;;;;;;;;;;
100831320;8;BI;;;;;;;;;;;
93049307;8;BI;;;;;;;;;;;
94431477;8;BI;;;;;;;;;;;
98172042;8;BI;;;;;;;;;;;
96980834;8;BI;;;;;;;;;;;
92913504;8;TR;;;;;;;;;;;
66739152;8;TR;;;;;;;;;;;
79016995;8;BI;;;;;;;;;;;
35153350;8;TR;;;;;;;;;;;
63576120;8;BI;;;;;;;;;;;
72823534;8;BI;;;;;;;;;;;
8322538;8;BI;;;;;;;;;;;
8322546;8;BI;;;;;;;;;;;
57135622;8;BI;;;;;;;;;;;
8322562;8;BI;;;;;;;;;;;
98105221;8;BI;;;;;;;;;;;
30141419;8;BI;;;;;;;;;;;
93383614;8;BI;;;;;;;;;;;
100090508;8;BI;;;;;;;;;;;
103992472;8;BI;;;;;;;;;;;
107335140;8;BI;;;;;;;;;;;
84695331;8;TR;;;;;;;;;;;
46469346;8;TR;;;;;;;;;;;
86245244;8;BI;;;;;;;;;;;
56617496;8;TR;;;;;;;;;;;
72256451;8;MO;;;;;;;;;;;
48004189;8;TR;;;;;;;;;;;
83768688;8;MO;;;;;;;;;;;
8322627;8;BI;;;;;;;;;;;
72040254;8;MO;;;;;;;;;;;
82997918;8;MO;;;;;;;;;;;
8321566;8;TR;;;;;;;;;;;
8321418;8;TR;;;;;;;;;;;
8321426;8;TR;;;;;;;;;;;
8321434;8;TR;;;;;;;;;;;
8321442;8;TR;;;;;;;;;;;
8321450;8;TR;;;;;;;;;;;
26962268;8;TR;;;;;;;;;;;
86971689;8;TR;;;;;;;;;;;
8321485;8;TR;;;;;;;;;;;
79337333;8;TR;;;;;;;;;;;
86225138;8;TR;;;;;;;;;;;
8321515;8;TR;;;;;;;;;;;
8321523;8;TR;;;;;;;;;;;
8321531;8;TR;;;;;;;;;;;
81053525;8;TR;;;;;;;;;;;
8321558;8;MO;;;;;;;;;;;
30750547;8;TR;;;;;;;;;;;
65588193;8;TR;;;;;;;;;;;
70012415;8;TR;;;;;;;;;;;
23945486;8;TR;;;;;;;;;;;
111724830;8;TR;;;;;;;;;;;
109988078;8;TR;;;;;;;;;;;
110247396;8;TR;;;;;;;;;;;
109996186;8;TR;;;;;;;;;;;
110670663;8;TR;;;;;;;;;;;
111364043;8;TR;;;;;;;;;;;
110114361;8;TR;;;;;;;;;;;
110236548;8;TR;;;;;;;;;;;
110527836;8;TR;;;;;;;;;;;
110120655;8;TR;;;;;;;;;;;
110251750;8;TR;;;;;;;;;;;
111227399;8;TR;;;;;;;;;;;
111975530;8;TR;;;;;;;;;;;
109994124;8;TR;;;;;;;;;;;
110493842;8;TR;;;;;;;;;;;
111840554;8;TR;;;;;;;;;;;
110695941;8;TR;;;;;;;;;;;
110903226;8;TR;;;;;;;;;;;
109561171;8;TR;;;;;;;;;;;
111472512;8;TR;;;;;;;;;;;
110127773;8;BI;;;;;;;;;;;
110127692;8;TR;;;;;;;;;;;
109920007;8;TR;;;;;;;;;;;
109941519;8;TR;;;;;;;;;;;
112467695;8;TR;;;;;;;;;;;
110174534;8;TR;;;;;;;;;;;
111251753;8;TR;;;;;;;;;;;
110021975;8;TR;;;;;;;;;;;
109995848;8;TR;;;;;;;;;;;
112149138;8;TR;;;;;;;;;;;
110112440;8;TR;;;;;;;;;;;
109926161;8;TR;;;;;;;;;;;
110107284;8;TR;;;;;;;;;;;
111250536;8;TR;;;;;;;;;;;
111276225;8;TR;;;;;;;;;;;
75945622;8;TR;;;;;;;;;;;
68883293;8;TR;;;;;;;;;;;
8321175;8;TR;;;;;;;;;;;
54730619;8;TR;;;;;;;;;;;
58655280;8;TR;;;;;;;;;;;
77850483;8;TR;;;;;;;;;;;
60123133;8;TR;;;;;;;;;;;
30367050;8;BI;;;;;;;;;;;
111479550;8;TR;;;;;;;;;;;
111788137;8;TR;;;;;;;;;;;
42784506;8;MO;;;;;;;;;;;
8321167;8;TR;;;;;;;;;;;
76286932;8;TR;;;;;;;;;;;
38173107;8;TR;;;;;;;;;;;
38893967;8;TR;;;;;;;;;;;
31920802;8;TR;;;;;;;;;;;
64819060;8;TR;;;;;;;;;;;
26962276;8;TR;;;;;;;;;;;
60733446;8;TR;;;;;;;;;;;
48796379;8;TR;;;;;;;;;;;
33804877;8;TR;;;;;;;;;;;
56545584;8;TR;;;;;;;;;;;
82511187;8;TR;;;;;;;;;;;
70886245;8;TR;;;;;;;;;;;
38820250;8;TR;;;;;;;;;;;
38820137;8;TR;;;;;;;;;;;
88373487;8;TR;;;;;;;;;;;
87321661;8;TR;;;;;;;;;;;
38820420;8;TR;;;;;;;;;;;
107281465;8;TR;;;;;;;;;;;
110864794;8;TR;;;;;;;;;;;
109969413;8;TR;;;;;;;;;;;
110131045;8;TR;;;;;;;;;;;
110147391;8;TR;;;;;;;;;;;
110030800;8;TR;;;;;;;;;;;
109958349;8;TR;;;;;;;;;;;
63549530;8;TR;;;;;;;;;;;
70857911;8;TR;;;;;;;;;;;
76192342;8;TR;;;;;;;;;;;
8329559;8;TR;;;;;;;;;;;
87246333;8;BI;;;;;;;;;;;
8322104;8;BI;;;;;;;;;;;
22430814;8;BI;;;;;;;;;;;
90041690;8;BI;;;;;;;;;;;
51321262;8;BI;;;;;;;;;;;
71681957;8;BI;;;;;;;;;;;
82432945;8;BI;;;;;;;;;;;
22609016;8;BI;;;;;;;;;;;
8322210;8;TR;;;;;;;;;;;
8322228;8;BI;;;;;;;;;;;
112401660;8;TR;;;;;;;;;;;
79892175;8;BI;;;;;;;;;;;
8322252;8;MO;;;;;;;;;;;
89877195;8;MO;;;;;;;;;;;
67168787;8;MO;;;;;;;;;;;
90347978;8;TR;;;;;;;;;;;
63463202;8;BI;;;;;;;;;;;
76119351;8;BI;;;;;;;;;;;
51221497;8;BI;;;;;;;;;;;
53166027;8;TR;;;;;;;;;;;
79780199;8;BI;;;;;;;;;;;
79595316;8;MO;;;;;;;;;;;
42257158;8;BI;;;;;;;;;;;
8322333;8;BI;;;;;;;;;;;
84659378;8;BI;;;;;;;;;;;
30750555;8;BI;;;;;;;;;;;
78860334;8;BI;;;;;;;;;;;
8322376;8;BI;;;;;;;;;;;
74538918;8;BI;;;;;;;;;;;
8322392;8;BI;;;;;;;;;;;
8322406;8;BI;;;;;;;;;;;
72343206;8;BI;;;;;;;;;;;
8322430;8;BI;;;;;;;;;;;
76765547;8;TR;;;;;;;;;;;
65917472;8;TR;;;;;;;;;;;
81725604;8;TR;;;;;;;;;;;
81286155;8;TR;;;;;;;;;;;
69656762;8;BI;;;;;;;;;;;
8322716;8;BI;;;;;;;;;;;
8322724;8;MO;;;;;;;;;;;
67479413;8;BI;;;;;;;;;;;
89789008;8;BI;;;;;;;;;;;
43556302;8;BI;;;;;;;;;;;
83984836;8;BI;;;;;;;;;;;
40992128;8;BI;;;;;;;;;;;
67002676;8;BI;;;;;;;;;;;
76170063;8;BI;;;;;;;;;;;
88344932;8;BI;;;;;;;;;;;
71203745;8;BI;;;;;;;;;;;
91136636;8;BI;;;;;;;;;;;
40942066;8;BI;;;;;;;;;;;
90377460;8;BI;;;;;;;;;;;
76201260;8;BI;;;;;;;;;;;
62137620;8;BI;;;;;;;;;;;
70483302;8;BI;;;;;;;;;;;
84069759;8;BI;;;;;;;;;;;
88217132;8;BI;;;;;;;;;;;
78825067;8;BI;;;;;;;;;;;
72502762;8;BI;;;;;;;;;;;
89747070;8;BI;;;;;;;;;;;
41452135;8;BI;;;;;;;;;;;
87350106;8;BI;;;;;;;;;;;
84152869;8;BI;;;;;;;;;;;
90129008;8;BI;;;;;;;;;;;
71469583;8;BI;;;;;;;;;;;
40893707;8;BI;;;;;;;;;;;
41105176;8;BI;;;;;;;;;;;
86906062;8;BI;;;;;;;;;;;
89640543;8;BI;;;;;;;;;;;
86869515;8;BI;;;;;;;;;;;
71304410;8;BI;;;;;;;;;;;
75667746;8;BI;;;;;;;;;;;
72224185;8;BI;;;;;;;;;;;
90905377;8;BI;;;;;;;;;;;
32975775;8;TR;;;;;;;;;;;
53232801;8;TR;;;;;;;;;;;
34908137;8;TR;;;;;;;;;;;
68145195;8;TR;;;;;;;;;;;
39071766;8;TR;;;;;;;;;;;
62575937;8;TR;;;;;;;;;;;
65220137;8;TR;;;;;;;;;;;
71000232;8;TR;;;;;;;;;;;
